,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
130,Edgar's Awakening,B,5.0,{3}{B}{B},,,,"Return target creature card from your graveyard to the battlefield.
When you discard Edgar's Awakening, you may pay {B}. When you do, return target creature card from your graveyard to your hand.",uncommon,,,Sorcery
131,Falkenrath Forebear,B,3.0,{2}{B},3.0,1.0,,"Flying
Falkenrath Forebear can't block.
Whenever Falkenrath Forebear deals combat damage to a player, create a Blood token.
{B}, Sacrifice two Blood tokens: Return Falkenrath Forebear from your graveyard to the battlefield.",rare,Flying,,Creature
132,Fell Stinger,B,3.0,{2}{B},3.0,2.0,,"Deathtouch
Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Fell Stinger exploits a creature, target player draws two cards and loses 2 life.",uncommon,"Deathtouch, Exploit",,Creature
133,Gift of Fangs,B,1.0,{B},,,,"Enchant creature
Enchanted creature gets +2/+2 as long as it's a Vampire. Otherwise, it gets -2/-2.",common,Enchant,,Enchantment
134,Gluttonous Guest,B,3.0,{2}{B},1.0,4.0,,"When Gluttonous Guest enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Blood token, you gain 1 life.",common,,,Creature
135,Graf Reaver,B,2.0,{1}{B},3.0,3.0,,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Graf Reaver exploits a creature, destroy target planeswalker.
At the beginning of your upkeep, Graf Reaver deals 1 damage to you.",rare,Exploit,,Creature
136,Grisly Ritual,B,6.0,{5}{B},,,,"Destroy target creature or planeswalker. Create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Sorcery
137,Groom's Finery,B,2.0,{1}{B},,,,"Equipped creature gets +2/+0. It gets an additional +0/+2 and has deathtouch as long as an Equipment named Bride's Gown is attached to a creature you control.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact
138,Headless Rider,B,3.0,{2}{B},3.0,1.0,,"Whenever Headless Rider or another nontoken Zombie you control dies, create a 2/2 black Zombie creature token.",rare,,,Creature
139,Henrika Domnathi,B,4.0,{2}{B}{B},1.0,3.0,,"Flying
At the beginning of combat on your turn, choose one that hasn't been chosen —
• Each player sacrifices a creature.
• You draw a card and you lose 1 life.
• Transform Henrika Domnathi.",mythic,"Flying, Transform",Legendary,Creature
140,"Henrika, Infernal Seer",B,4.0,,3.0,4.0,,"Flying, deathtouch, lifelink
{1}{B}{B}: Each creature you control with flying, deathtouch, and/or lifelink gets +1/+0 until end of turn.",mythic,"Deathtouch, Flying, Lifelink",Legendary,Creature
141,Hero's Downfall,B,3.0,{1}{B}{B},,,,Destroy target creature or planeswalker.,uncommon,,,Instant
142,Innocent Traveler,B,4.0,{2}{B}{B},1.0,3.0,,"At the beginning of your upkeep, any opponent may sacrifice a creature. If no one does, transform Innocent Traveler.",uncommon,Transform,,Creature
143,Malicious Invader,B,4.0,,3.0,3.0,,"Flying
Malicious Invader gets +2/+0 as long as an opponent controls a Human.",uncommon,Flying,,Creature
144,Mindleech Ghoul,B,2.0,{1}{B},2.0,2.0,,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Mindleech Ghoul exploits a creature, each opponent exiles a card from their hand.",common,Exploit,,Creature
145,Parasitic Grasp,B,2.0,{1}{B},,,,"Cleave {1}{B}{B} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Parasitic Grasp deals 3 damage to target [Human] creature. You gain 3 life.",uncommon,Cleave,,Instant
146,Path of Peril,B,3.0,{1}{B}{B},,,,"Cleave {4}{W}{B} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Destroy all creatures [with mana value 2 or less].",rare,Cleave,,Sorcery
147,Persistent Specimen,B,1.0,{B},1.0,1.0,,{2}{B}: Return Persistent Specimen from your graveyard to the battlefield tapped.,common,,,Creature
148,Pointed Discussion,B,3.0,{2}{B},,,,"You draw two cards, lose 2 life, then create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Sorcery
149,Ragged Recluse,B,2.0,{1}{B},2.0,1.0,,"At the beginning of your end step, if you discarded a card this turn, transform Ragged Recluse.",common,Transform,,Creature
150,Odious Witch,B,2.0,,3.0,3.0,,"Whenever Odious Witch attacks, defending player loses 1 life and you gain 1 life.",common,,,Creature
151,Restless Bloodseeker,B,2.0,{1}{B},1.0,3.0,,"At the beginning of your end step, if you gained life this turn, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
Sacrifice two Blood tokens: Transform Restless Bloodseeker. Activate only as a sorcery.",uncommon,Transform,,Creature
152,Bloodsoaked Reveler,B,2.0,,3.0,3.0,,"At the beginning of your end step, if you gained life this turn, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{4}{B}: Each opponent loses 2 life and you gain 2 life.",uncommon,,,Creature
153,Rot-Tide Gargantua,B,5.0,{3}{B}{B},5.0,4.0,,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)
When Rot-Tide Gargantua exploits a creature, each opponent sacrifices a creature.",common,Exploit,,Creature
154,Skulking Killer,B,4.0,{3}{B},4.0,2.0,,"When Skulking Killer enters the battlefield, target creature an opponent controls gets -2/-2 until end of turn if that opponent controls no other creatures.",uncommon,,,Creature
155,Sorin the Mirthless,B,4.0,{2}{B}{B},,,4.0,"[+1]: Look at the top card of your library. You may reveal that card and put it into your hand. If you do, you lose life equal to its mana value.
[−2]: Create a 2/3 black Vampire creature token with flying and lifelink.
[−7]: Sorin the Mirthless deals 13 damage to any target. You gain 13 life.",mythic,,Legendary,Planeswalker
156,"Toxrill, the Corrosive",B,7.0,{5}{B}{B},7.0,7.0,,"At the beginning of each end step, put a slime counter on each creature you don't control.
Creatures you don't control get -1/-1 for each slime counter on them.
Whenever a creature you don't control with a slime counter on it dies, create a 1/1 black Slug creature token.
{U}{B}, Sacrifice a Slug: Draw a card.",mythic,,Legendary,Creature
157,Undead Butler,B,2.0,{1}{B},1.0,2.0,,"When Undead Butler enters the battlefield, mill three cards. (Put the top three cards of your library into your graveyard.)
When Undead Butler dies, you may exile it. When you do, return target creature card from your graveyard to your hand.",uncommon,Mill,,Creature
158,Undying Malice,B,1.0,{B},,,,"Until end of turn, target creature gains ""When this creature dies, return it to the battlefield tapped under its owner's control with a +1/+1 counter on it.""",common,,,Instant
159,Unhallowed Phalanx,B,5.0,{4}{B},1.0,13.0,,Unhallowed Phalanx enters the battlefield tapped.,common,,,Creature
160,Vampire's Kiss,B,2.0,{1}{B},,,,"Target player loses 2 life and you gain 2 life. Create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Sorcery
161,Voldaren Bloodcaster,B,2.0,{1}{B},2.0,1.0,,"Flying
Whenever Voldaren Bloodcaster or another nontoken creature you control dies, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
Whenever you create a Blood token, if you control five or more Blood tokens, transform Voldaren Bloodcaster.",rare,"Flying, Transform",,Creature
162,Bloodbat Summoner,B,2.0,,3.0,3.0,,"Flying
At the beginning of combat on your turn, up to one target Blood token you control becomes a 2/2 black Bat creature with flying and haste in addition to its other types.",rare,Flying,,Creature
163,Wedding Security,B,5.0,{3}{B}{B},4.0,4.0,,"Whenever Wedding Security attacks, you may sacrifice a Blood token. If you do, put a +1/+1 counter on Wedding Security and draw a card.",uncommon,,,Creature
164,Abrade,R,2.0,{1}{R},,,,"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact.",common,,,Instant
165,Alchemist's Gambit,R,3.0,{1}{R}{R},,,,"Cleave {4}{U}{U}{R} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Take an extra turn after this one. During that turn, damage can't be prevented. [At the beginning of that turn's end step, you lose the game.]
Exile Alchemist's Gambit.",rare,Cleave,,Sorcery
166,Alluring Suitor,R,3.0,{2}{R},2.0,3.0,,"When you attack with exactly two creatures, transform Alluring Suitor.",uncommon,Transform,,Creature
167,Deadly Dancer,R,3.0,,3.0,3.0,,"Trample
When this creature transforms into Deadly Dancer, add {R}{R}. Until end of turn, you don't lose this mana as steps and phases end.
{R}{R}: Deadly Dancer and another target creature each get +1/+0 until end of turn.",uncommon,"Trample, Transform",,Creature
168,Ancestral Anger,R,1.0,{R},,,,"Target creature gains trample and gets +X/+0 until end of turn, where X is 1 plus the number of cards named Ancestral Anger in your graveyard.
Draw a card.",common,,,Sorcery
169,Ballista Watcher,R,4.0,{2}{R}{R},4.0,3.0,,"{2}{R}, {T}: Ballista Watcher deals 1 damage to any target.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature
170,Ballista Wielder,R,4.0,,5.0,5.0,,"{2}{R}: Ballista Wielder deals 1 damage to any target. A creature dealt damage this way can't block this turn.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature
171,Belligerent Guest,R,3.0,{2}{R},3.0,2.0,,"Trample
Whenever Belligerent Guest deals combat damage to a player, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,Trample,,Creature
172,Blood Hypnotist,R,3.0,{2}{R},3.0,3.0,,"Blood Hypnotist can't block.
Whenever you sacrifice one or more Blood tokens, target creature can't block this turn. This ability triggers only once each turn.",uncommon,,,Creature
173,Blood Petal Celebrant,R,2.0,{1}{R},2.0,1.0,,"Blood Petal Celebrant has first strike as long as it's attacking.
When Blood Petal Celebrant dies, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Creature
174,Bloody Betrayal,R,3.0,{2}{R},,,,"Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Sorcery
175,Cemetery Gatekeeper,R,2.0,{1}{R},2.0,1.0,,"First strike
When Cemetery Gatekeeper enters the battlefield, exile a card from a graveyard.
Whenever a player plays a land or casts a spell, if it shares a card type with the exiled card, Cemetery Gatekeeper deals 2 damage to that player.",mythic,First strike,,Creature
176,"Chandra, Dressed to Kill",R,3.0,{1}{R}{R},,,3.0,"[+1]: Add {R}. Chandra, Dressed to Kill deals 1 damage to up to one target player or planeswalker.
[+1]: Exile the top card of your library. If it's red, you may cast it this turn.
[−7]: Exile the top five cards of your library. You may cast red spells from among them this turn. You get an emblem with ""Whenever you cast a red spell, this emblem deals X damage to any target, where X is the amount of mana spent to cast that spell.""",mythic,,Legendary,Planeswalker
177,Change of Fortune,R,4.0,{3}{R},,,,"Discard your hand, then draw a card for each card you've discarded this turn.",rare,,,Sorcery
178,Creepy Puppeteer,R,4.0,{3}{R},4.0,3.0,,"Haste
Whenever Creepy Puppeteer attacks, if you attacked with exactly one other creature this combat, you may have that creature's base power and toughness become 4/3 until end of turn.",rare,Haste,,Creature
179,Curse of Hospitality,R,3.0,{2}{R},,,,"Enchant player
Creatures attacking enchanted player have trample.
Whenever a creature deals combat damage to enchanted player, that player exiles the top card of their library. Until end of turn, that creature's controller may play that card and they may spend mana as though it were mana of any color to cast that spell.",rare,Enchant,,Enchantment
180,Daybreak Combatants,R,3.0,{2}{R},2.0,2.0,,"Haste
When Daybreak Combatants enters the battlefield, target creature gets +2/+0 until end of turn.",common,Haste,,Creature
181,Dominating Vampire,R,3.0,{1}{R}{R},3.0,3.0,,"When Dominating Vampire enters the battlefield, gain control of target creature with mana value less than or equal to the number of Vampires you control until end of turn. Untap that creature. It gains haste until end of turn.",rare,,,Creature
182,End the Festivities,R,1.0,{R},,,,End the Festivities deals 1 damage to each opponent and each creature and planeswalker they control.,common,,,Sorcery
183,Falkenrath Celebrants,R,5.0,{4}{R},4.0,4.0,,"Menace (This creature can't be blocked except by two or more creatures.)
When Falkenrath Celebrants enters the battlefield, create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,Menace,,Creature
184,Fearful Villager,R,3.0,{2}{R},2.0,3.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",common,"Daybound, Menace",,Creature
185,Fearsome Werewolf,R,3.0,,4.0,3.0,,"Menace (This creature can't be blocked except by two or more creatures.)
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",common,"Menace, Nightbound",,Creature
186,Flame-Blessed Bolt,R,1.0,{R},,,,"Flame-Blessed Bolt deals 2 damage to target creature or planeswalker. If that creature or planeswalker would die this turn, exile it instead.",common,,,Instant
187,Frenzied Devils,R,5.0,{4}{R},3.0,3.0,,"Haste
Whenever you cast a noncreature spell, Frenzied Devils gets +2/+2 until end of turn.",uncommon,Haste,,Creature
188,Honeymoon Hearse,R,3.0,{2}{R},5.0,5.0,,"Trample
Tap two untapped creatures you control: Honeymoon Hearse becomes an artifact creature until end of turn.",uncommon,Trample,,Artifact
189,Hungry Ridgewolf,R,2.0,{1}{R},2.0,2.0,,"As long as you control another Wolf or Werewolf, Hungry Ridgewolf gets +1/+0 and has trample.",common,,,Creature
190,Ill-Tempered Loner,R,4.0,{2}{R}{R},3.0,3.0,,"Whenever Ill-Tempered Loner is dealt damage, it deals that much damage to any target.
{1}{R}: Ill-Tempered Loner gets +2/+0 until end of turn.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",rare,Daybound,,Creature
191,Howlpack Avenger,R,4.0,,4.0,4.0,,"Whenever a permanent you control is dealt damage, Howlpack Avenger deals that much damage to any target.
{1}{R}: Howlpack Avenger gets +2/+0 until end of turn.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",rare,Nightbound,,Creature
192,Into the Night,R,4.0,{3}{R},,,,"It becomes night. Discard any number of cards, then draw that many cards plus one.",uncommon,,,Sorcery
193,Kessig Flamebreather,R,2.0,{1}{R},1.0,3.0,,"Whenever you cast a noncreature spell, Kessig Flamebreather deals 1 damage to each opponent.",common,,,Creature
194,Kessig Wolfrider,R,1.0,{R},1.0,2.0,,"Menace
{2}{R}, {T}, Exile three cards from your graveyard: Create a 3/2 red Wolf creature token.",rare,Menace,,Creature
195,Lacerate Flesh,R,5.0,{4}{R},,,,"Lacerate Flesh deals 4 damage to target creature. Create a number of Blood tokens equal to the amount of excess damage dealt to that creature this way. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Sorcery
196,Lambholt Raconteur,R,4.0,{3}{R},2.0,4.0,,"Whenever you cast a noncreature spell, Lambholt Raconteur deals 1 damage to each opponent.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature
197,Lambholt Ravager,R,4.0,,4.0,4.0,,"Whenever you cast a noncreature spell, Lambholt Ravager deals 2 damage to each opponent.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature
198,Lightning Wolf,R,4.0,{3}{R},4.0,3.0,,{1}{R}: Lightning Wolf gains first strike until end of turn. Activate only as a sorcery.,common,,,Creature
199,Magma Pummeler,R,2.0,{X}{R}{R},0.0,0.0,,"Magma Pummeler enters the battlefield with X +1/+1 counters on it.
If damage would be dealt to Magma Pummeler while it has a +1/+1 counter on it, prevent that damage and remove that many +1/+1 counters from it. When one or more counters are removed from Magma Pummeler this way, it deals that much damage to any target.",uncommon,,,Creature
200,Manaform Hellkite,R,4.0,{2}{R}{R},4.0,4.0,,"Flying
Whenever you cast a noncreature spell, create an X/X red Dragon Illusion creature token with flying and haste, where X is the amount of mana spent to cast that spell. Exile that token at the beginning of the next end step.",mythic,Flying,,Creature
201,Markov Retribution,R,3.0,{2}{R},,,,"Choose one or both —
• Creatures you control get +1/+0 until end of turn.
• Target Vampire you control deals damage equal to its power to another target creature.",uncommon,,,Sorcery
202,Olivia's Attendants,R,6.0,{4}{R}{R},6.0,6.0,,"Menace
Whenever Olivia's Attendants deals damage, create that many Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
{2}{R}: Olivia's Attendants deals 1 damage to any target.",rare,Menace,,Creature
203,Pyre Spawn,R,6.0,{4}{R}{R},6.0,4.0,,"When Pyre Spawn dies, it deals 3 damage to any target.",common,,,Creature
204,Reckless Impulse,R,2.0,{1}{R},,,,"Exile the top two cards of your library. Until the end of your next turn, you may play those cards.",common,,,Sorcery
205,Rending Flame,R,3.0,{2}{R},,,,"Rending Flame deals 5 damage to target creature or planeswalker. If that permanent is a Spirit, Rending Flame also deals 2 damage to that permanent's controller.",uncommon,,,Instant
206,Runebound Wolf,R,2.0,{1}{R},2.0,2.0,,"{3}{R}, {T}: Runebound Wolf deals damage equal to the number of Wolves and Werewolves you control to target opponent.",uncommon,,,Creature
207,Sanguine Statuette,R,2.0,{1}{R},,,,"When Sanguine Statuette enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")
Whenever you sacrifice a Blood token, you may have Sanguine Statuette become a 3/3 Vampire artifact creature with haste until end of turn.",uncommon,,,Artifact
208,Stensia Uprising,R,4.0,{2}{R}{R},,,,"At the beginning of your end step, create a 1/1 red Human creature token. Then if you control exactly thirteen permanents, you may sacrifice Stensia Uprising. When you do, it deals 7 damage to any target.",rare,,,Enchantment
209,Sure Strike,R,2.0,{1}{R},,,,Target creature gets +3/+0 and gains first strike until end of turn.,common,,,Instant
210,Vampires' Vengeance,R,3.0,{2}{R},,,,"Vampires' Vengeance deals 2 damage to each non-Vampire creature. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",uncommon,,,Instant
211,Volatile Arsonist,R,5.0,{3}{R}{R},4.0,4.0,,"Menace, haste
Whenever Volatile Arsonist attacks, it deals 1 damage to each of up to one target creature, up to one target player, and/or up to one target planeswalker.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",mythic,"Daybound, Haste, Menace",,Creature
212,Dire-Strain Anarchist,R,5.0,,5.0,5.0,,"Menace, haste
Whenever Dire-Strain Anarchist attacks, it deals 2 damage to each of up to one target creature, up to one target player, and/or up to one target planeswalker.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",mythic,"Haste, Menace, Nightbound",,Creature
213,Voldaren Epicure,R,1.0,{R},1.0,1.0,,"When Voldaren Epicure enters the battlefield, it deals 1 damage to each opponent. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")",common,,,Creature
214,Voltaic Visionary,R,2.0,{1}{R},3.0,1.0,,"{T}: Voltaic Visionary deals 2 damage to you. Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.
When you play a card exiled with Voltaic Visionary, transform Voltaic Visionary.",uncommon,Transform,,Creature
215,Volt-Charged Berserker,R,2.0,,4.0,3.0,,Volt-Charged Berserker can't block.,uncommon,,,Creature
216,Weary Prisoner,R,4.0,{3}{R},2.0,6.0,,"Defender
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",common,"Daybound, Defender",,Creature
217,Wrathful Jailbreaker,R,4.0,,6.0,6.0,,"Wrathful Jailbreaker attacks each combat if able.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",common,Nightbound,,Creature
218,Apprentice Sharpshooter,G,3.0,{2}{G},1.0,4.0,,"Reach
Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)",common,"Reach, Training",,Creature
219,Ascendant Packleader,G,1.0,{G},2.0,1.0,,"Ascendant Packleader enters the battlefield with a +1/+1 counter on it if you control a permanent with mana value 4 or greater.
Whenever you cast a spell with mana value 4 or greater, put a +1/+1 counter on Ascendant Packleader.",rare,,,Creature
220,Avabruck Caretaker,G,6.0,{4}{G}{G},4.0,4.0,,"Hexproof
At the beginning of combat on your turn, put two +1/+1 counters on another target creature you control.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",mythic,"Daybound, Hexproof",,Creature
221,Hollowhenge Huntmaster,G,6.0,,6.0,6.0,,"Hexproof
Other permanents you control have hexproof.
At the beginning of combat on your turn, put two +1/+1 counters on each creature you control.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",mythic,"Hexproof, Nightbound",,Creature
222,Bramble Armor,G,2.0,{1}{G},,,,"When Bramble Armor enters the battlefield, attach it to target creature you control.
Equipped creature gets +2/+1.
Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
223,Bramble Wurm,G,7.0,{6}{G},7.0,6.0,,"Reach, trample
When Bramble Wurm enters the battlefield, you gain 5 life.
{2}{G}, Exile Bramble Wurm from your graveyard: You gain 5 life.",uncommon,"Reach, Trample",,Creature
224,Cartographer's Survey,G,4.0,{3}{G},,,,Look at the top seven cards of your library. Put up to two land cards from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order.,uncommon,,,Sorcery
225,Cemetery Prowler,G,3.0,{1}{G}{G},3.0,4.0,,"Vigilance
Whenever Cemetery Prowler enters the battlefield or attacks, exile a card from a graveyard.
Spells you cast cost {1} less to cast for each card type they share with cards exiled with Cemetery Prowler.",mythic,Vigilance,,Creature
226,Cloaked Cadet,G,5.0,{4}{G},2.0,4.0,,"Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
Whenever one or more +1/+1 counters are put on one or more Humans you control, draw a card. This ability triggers only once each turn.",uncommon,Training,,Creature
227,Crawling Infestation,G,3.0,{2}{G},,,,"At the beginning of your upkeep, you may mill two cards. (You may put the top two cards of your library into your graveyard.)
Whenever one or more creature cards are put into your graveyard from anywhere during your turn, create a 1/1 green Insect creature token. This ability triggers only once each turn.",uncommon,Mill,,Enchantment
228,Crushing Canopy,G,3.0,{2}{G},,,,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.",common,,,Instant
229,Cultivator Colossus,G,7.0,{4}{G}{G}{G},,,,"Trample
Cultivator Colossus's power and toughness are each equal to the number of lands you control.
When Cultivator Colossus enters the battlefield, you may put a land card from your hand onto the battlefield tapped. If you do, draw a card and repeat this process.",mythic,Trample,,Creature
230,Dawnhart Disciple,G,2.0,{1}{G},2.0,2.0,,"Whenever another Human enters the battlefield under your control, Dawnhart Disciple gets +1/+1 until end of turn.",common,,,Creature
231,Dig Up,G,1.0,{G},,,,"Cleave {1}{B}{B}{G} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)
Search your library for a [basic land] card, [reveal it,] put it into your hand, then shuffle.",rare,Cleave,,Sorcery
232,Dormant Grove,G,4.0,{3}{G},,,,"At the beginning of combat on your turn, put a +1/+1 counter on target creature you control. Then if that creature has toughness 6 or greater, transform Dormant Grove.",uncommon,Transform,,Enchantment
233,Gnarled Grovestrider,G,4.0,,3.0,6.0,,"Vigilance
Other creatures you control have vigilance.",uncommon,Vigilance,,Creature
234,Flourishing Hunter,G,6.0,{4}{G}{G},6.0,6.0,,"When Flourishing Hunter enters the battlefield, you gain life equal to the greatest toughness among other creatures you control.",common,,,Creature
235,Glorious Sunrise,G,5.0,{3}{G}{G},,,,"At the beginning of combat on your turn, choose one —
• Creatures you control get +1/+1 and gain trample until end of turn.
• Target land gains ""{T}: Add {G}{G}{G}"" until end of turn.
• Draw a card if you control a creature with power 3 or greater.
• You gain 3 life.",rare,,,Enchantment
236,Hamlet Vanguard,G,3.0,{2}{G},1.0,1.0,,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Hamlet Vanguard enters the battlefield with two +1/+1 counters on it for each other nontoken Human you control.",rare,Ward,,Creature
237,Hiveheart Shaman,G,4.0,{3}{G},3.0,5.0,,"Whenever Hiveheart Shaman attacks, you may search your library for a basic land card that doesn't share a land type with a land you control, put that card onto the battlefield, then shuffle.
{5}{G}: Create a 1/1 green Insect creature token. Put X +1/+1 counters on it, where X is the number of basic land types among lands you control. Activate only as a sorcery.",rare,,,Creature
238,Hookhand Mariner,G,4.0,{3}{G},4.0,4.0,,"Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",common,Daybound,,Creature
239,Riphook Raider,G,4.0,,6.0,4.0,,"Riphook Raider can't be blocked by creatures with power 2 or less.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",common,Nightbound,,Creature
240,Howling Moon,G,3.0,{2}{G},,,,"At the beginning of combat on your turn, target Wolf or Werewolf you control gets +2/+2 until end of turn.
Whenever an opponent casts their second spell each turn, create a 2/2 green Wolf creature token.",rare,,,Enchantment
241,Howlpack Piper,G,4.0,{3}{G},2.0,2.0,,"This spell can't be countered.
{1}{G}, {T}: You may put a creature card from your hand onto the battlefield. If it's a Wolf or Werewolf, untap Howlpack Piper. Activate only as a sorcery.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",rare,Daybound,,Creature
242,Wildsong Howler,G,4.0,,4.0,4.0,,"Whenever this creature enters the battlefield or transforms into Wildsong Howler, look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",rare,Nightbound,,Creature
243,Infestation Expert,G,5.0,{4}{G},3.0,4.0,,"Whenever Infestation Expert enters the battlefield or attacks, create a 1/1 green Insect creature token.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature
244,Infested Werewolf,G,5.0,,4.0,5.0,,"Whenever Infested Werewolf enters the battlefield or attacks, create two 1/1 green Insect creature tokens.
Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature
245,Laid to Rest,G,4.0,{3}{G},,,,"Whenever a Human you control dies, draw a card.
Whenever a creature you control with a +1/+1 counter on it dies, you gain 2 life.",uncommon,,,Enchantment
246,Massive Might,G,1.0,{G},,,,Target creature gets +2/+2 and gains trample until end of turn.,common,,,Instant
247,Moldgraf Millipede,G,5.0,{4}{G},2.0,2.0,,"When Moldgraf Millipede enters the battlefield, mill three cards, then put a +1/+1 counter on Moldgraf Millipede for each creature card in your graveyard. (To mill a card, put the top card of your library into your graveyard.)",common,Mill,,Creature
248,Mulch,G,2.0,{1}{G},,,,Reveal the top four cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard.,common,,,Sorcery
249,Nature's Embrace,G,3.0,{2}{G},,,,"Enchant creature or land
As long as enchanted permanent is a creature, it gets +2/+2.
As long as enchanted permanent is a land, it has ""{T}: Add two mana of any one color.""",common,Enchant,,Enchantment
250,Oakshade Stalker,G,3.0,{2}{G},3.0,3.0,,"You may cast this spell as though it had flash if you pay {2} more to cast it.
Daybound (If a player casts no spells during their own turn, it becomes night next turn.)",uncommon,Daybound,,Creature
251,Moonlit Ambusher,G,3.0,,6.0,3.0,,"Nightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)",uncommon,Nightbound,,Creature
252,Packsong Pup,G,2.0,{1}{G},1.0,1.0,,"At the beginning of combat on your turn, if you control another Wolf or Werewolf, put a +1/+1 counter on Packsong Pup.
When Packsong Pup dies, you gain life equal to its power.",uncommon,,,Creature
253,Reclusive Taxidermist,G,2.0,{1}{G},1.0,2.0,,"Reclusive Taxidermist gets +3/+2 as long as there are four or more creature cards in your graveyard.
{T}: Add one mana of any color.",uncommon,,,Creature
254,Retrieve,G,3.0,{2}{G},,,,Return up to one target creature card and up to one target noncreature permanent card from your graveyard to your hand. Exile Retrieve.,uncommon,,,Sorcery
