,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
144,Tower Defense,G,2.0,{1}{G},,,,Creatures you control get +0/+5 and gain reach until end of turn.,uncommon,,,Instant,
145,Trollbred Guardian,G,5.0,{4}{G},5.0,5.0,,"{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
Each creature you control with a +1/+1 counter on it has trample.",uncommon,Adapt,,Creature,"Troll, Frog, Warrior"
146,Wilderness Reclamation,G,4.0,{3}{G},,,,"At the beginning of your end step, untap all lands you control.",uncommon,,,Enchantment,
147,Wrecking Beast,G,7.0,{5}{G}{G},6.0,6.0,,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Trample",common,"Riot, Trample",,Creature,Beast
148,Absorb,"U, W",3.0,{W}{U}{U},,,,Counter target spell. You gain 3 life.,rare,,,Instant,
149,Aeromunculus,"G, U",3.0,{1}{G}{U},2.0,3.0,,"Flying
{2}{G}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)",common,"Adapt, Flying",,Creature,"Homunculus, Mutant"
150,Applied Biomancy,"G, U",2.0,{G}{U},,,,"Choose one or both —
• Target creature gets +1/+1 until end of turn.
• Return target creature to its owner's hand.",common,,,Instant,
151,Azorius Knight-Arbiter,"U, W",5.0,{3}{W}{U},2.0,5.0,,"Vigilance
Azorius Knight-Arbiter can't be blocked.",common,Vigilance,,Creature,"Human, Knight"
152,Azorius Skyguard,"U, W",6.0,{4}{W}{U},3.0,3.0,,"Flying, first strike
Creatures your opponents control get -1/-0.",uncommon,"First strike, Flying",,Creature,"Human, Knight"
153,Basilica Bell-Haunt,"B, W",4.0,{W}{W}{B}{B},3.0,4.0,,"When Basilica Bell-Haunt enters the battlefield, each opponent discards a card and you gain 3 life.",uncommon,,,Creature,Spirit
154,Bedevil,"B, R",3.0,{B}{B}{R},,,,"Destroy target artifact, creature, or planeswalker.",rare,,,Instant,
155,Biomancer's Familiar,"G, U",2.0,{G}{U},2.0,2.0,,"Activated abilities of creatures you control cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.
{T}: The next time target creature adapts this turn, it adapts as though it had no +1/+1 counters on it.",rare,,,Creature,Mutant
156,Bolrac-Clan Crusher,"G, R",5.0,{3}{R}{G},4.0,4.0,,"{T}, Remove a +1/+1 counter from a creature you control: Bolrac-Clan Crusher deals 2 damage to any target.",uncommon,,,Creature,"Ogre, Warrior"
157,Captive Audience,"B, R",7.0,{5}{B}{R},,,,"Captive Audience enters the battlefield under the control of an opponent of your choice.
At the beginning of your upkeep, choose one that hasn't been chosen —
• Your life total becomes 4.
• Discard your hand.
• Each opponent creates five 2/2 black Zombie creature tokens.",mythic,,,Enchantment,
158,Cindervines,"G, R",2.0,{R}{G},,,,"Whenever an opponent casts a noncreature spell, Cindervines deals 1 damage to that player.
{1}, Sacrifice Cindervines: Destroy target artifact or enchantment. Cindervines deals 2 damage to that permanent's controller.",rare,,,Enchantment,
159,Clan Guildmage,"G, R",2.0,{R}{G},2.0,2.0,,"{1}{R}, {T}: Target creature can't block this turn.
{2}{G}, {T}: Target land you control becomes a 4/4 Elemental creature with haste until end of turn. It's still a land.",uncommon,,,Creature,"Human, Shaman"
160,Combine Guildmage,"G, U",2.0,{G}{U},2.0,2.0,,"{1}{G}, {T}: This turn, each creature you control enters the battlefield with an additional +1/+1 counter on it.
{1}{U}, {T}: Move a +1/+1 counter from target creature you control onto another target creature you control.",uncommon,,,Creature,"Merfolk, Wizard"
161,Cult Guildmage,"B, R",2.0,{B}{R},2.0,2.0,,"{3}{B}, {T}: Target player discards a card. Activate only as a sorcery.
{R}, {T}: Cult Guildmage deals 1 damage to target opponent or planeswalker.",uncommon,,,Creature,"Human, Shaman"
162,Deputy of Detention,"U, W",3.0,{1}{W}{U},1.0,3.0,,"When Deputy of Detention enters the battlefield, exile target nonland permanent an opponent controls and all other nonland permanents that player controls with the same name as that permanent until Deputy of Detention leaves the battlefield.",rare,,,Creature,"Vedalken, Wizard"
163,"Domri, Chaos Bringer","G, R",4.0,{2}{R}{G},,,5.0,"[+1]: Add {R} or {G}. If that mana is spent on a creature spell, it gains riot. (It enters the battlefield with your choice of a +1/+1 counter or haste.)
[−3]: Look at the top four cards of your library. You may reveal up to two creature cards from among them and put them into your hand. Put the rest on the bottom of your library in a random order.
[−8]: You get an emblem with ""At the beginning of each end step, create a 4/4 red and green Beast creature token with trample.""",mythic,,Legendary,Planeswalker,Domri
164,"Dovin, Grand Arbiter","U, W",3.0,{1}{W}{U},,,3.0,"[+1]: Until end of turn, whenever a creature you control deals combat damage to a player, put a loyalty counter on Dovin, Grand Arbiter.
[−1]: Create a 1/1 colorless Thopter artifact creature token with flying. You gain 1 life.
[−7]: Look at the top ten cards of your library. Put three of them into your hand and the rest on the bottom of your library in a random order.",mythic,,Legendary,Planeswalker,Dovin
165,Dovin's Acuity,"U, W",3.0,{1}{W}{U},,,,"When Dovin's Acuity enters the battlefield, you gain 2 life and draw a card.
Whenever you cast an instant spell during your main phase, you may return Dovin's Acuity to its owner's hand.",uncommon,,,Enchantment,
166,Emergency Powers,"U, W",7.0,{5}{W}{U},,,,"Each player shuffles their hand and graveyard into their library, then draws seven cards. Exile Emergency Powers.
Addendum — If you cast this spell during your main phase, you may put a permanent card with mana value 7 or less from your hand onto the battlefield.",mythic,Addendum,,Instant,
167,Ethereal Absolution,"B, W",6.0,{4}{W}{B},,,,"Creatures you control get +1/+1.
Creatures your opponents control get -1/-1.
{2}{W}{B}: Exile target card from an opponent's graveyard. If it was a creature card, you create a 1/1 white and black Spirit creature token with flying.",rare,,,Enchantment,
168,Final Payment,"B, W",2.0,{W}{B},,,,"As an additional cost to cast this spell, pay 5 life or sacrifice a creature or enchantment.
Destroy target creature.",common,,,Instant,
169,Fireblade Artist,"B, R",2.0,{B}{R},2.0,2.0,,"Haste
At the beginning of your upkeep, you may sacrifice a creature. When you do, Fireblade Artist deals 2 damage to target opponent or planeswalker.",uncommon,Haste,,Creature,"Human, Shaman"
170,Frenzied Arynx,"G, R",4.0,{2}{R}{G},3.0,3.0,,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Trample
{4}{R}{G}: Frenzied Arynx gets +3/+0 until end of turn.",common,"Riot, Trample",,Creature,"Cat, Beast"
171,Frilled Mystic,"G, U",4.0,{G}{G}{U}{U},3.0,2.0,,"Flash
When Frilled Mystic enters the battlefield, you may counter target spell.",uncommon,Flash,,Creature,"Elf, Lizard, Wizard"
172,Galloping Lizrog,"G, U",5.0,{3}{G}{U},3.0,3.0,,"Trample
When Galloping Lizrog enters the battlefield, you may remove any number of +1/+1 counters from among creatures you control. If you do, put twice that many +1/+1 counters on Galloping Lizrog.",uncommon,Trample,,Creature,"Frog, Lizard"
173,Get the Point,"B, R",5.0,{3}{B}{R},,,,Destroy target creature. Scry 1.,common,Scry,,Instant,
174,Grasping Thrull,"B, W",5.0,{3}{W}{B},3.0,3.0,,"Flying
When Grasping Thrull enters the battlefield, it deals 2 damage to each opponent and you gain 2 life.",common,Flying,,Creature,Thrull
175,Growth Spiral,"G, U",2.0,{G}{U},,,,Draw a card. You may put a land card from your hand onto the battlefield.,common,,,Instant,
176,Gruul Spellbreaker,"G, R",3.0,{1}{R}{G},3.0,3.0,,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Trample
As long as it's your turn, you and Gruul Spellbreaker have hexproof.",rare,"Riot, Trample",,Creature,"Ogre, Warrior"
177,Gyre Engineer,"G, U",3.0,{1}{G}{U},1.0,1.0,,{T}: Add {G}{U}.,uncommon,,,Creature,"Vedalken, Wizard"
178,Hackrobat,"B, R",3.0,{1}{B}{R},2.0,3.0,,"Spectacle {B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
{B}: Hackrobat gains deathtouch until end of turn.
{R}: Hackrobat gets +2/-2 until end of turn.",uncommon,Spectacle,,Creature,"Human, Rogue"
179,High Alert,"U, W",3.0,{1}{W}{U},,,,"Each creature you control assigns combat damage equal to its toughness rather than its power.
Creatures you control can attack as though they didn't have defender.
{2}{W}{U}: Untap target creature.",uncommon,,,Enchantment,
180,Imperious Oligarch,"B, W",2.0,{W}{B},2.0,1.0,,"Vigilance
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)",common,"Afterlife, Vigilance",,Creature,"Human, Cleric"
181,"Judith, the Scourge Diva","B, R",3.0,{1}{B}{R},2.0,2.0,,"Other creatures you control get +1/+0.
Whenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.",rare,,Legendary,Creature,"Human, Shaman"
182,"Kaya, Orzhov Usurper","B, W",3.0,{1}{W}{B},,,3.0,"[+1]: Exile up to two target cards from a single graveyard. You gain 2 life if at least one creature card was exiled this way.
[−1]: Exile target nonland permanent with mana value 1 or less.
[−5]: Kaya, Orzhov Usurper deals damage to target player equal to the number of cards that player owns in exile and you gain that much life.",mythic,,Legendary,Planeswalker,Kaya
183,Kaya's Wrath,"B, W",4.0,{W}{W}{B}{B},,,,Destroy all creatures. You gain life equal to the number of creatures you controlled that were destroyed this way.,rare,,,Sorcery,
184,Knight of the Last Breath,"B, W",7.0,{5}{W}{B},4.0,4.0,,"{3}, Sacrifice another nontoken creature: Create a 1/1 white and black Spirit creature token with flying.
Afterlife 3 (When this creature dies, create three 1/1 white and black Spirit creature tokens with flying.)",uncommon,Afterlife,,Creature,"Giant, Knight"
185,"Lavinia, Azorius Renegade","U, W",2.0,{W}{U},2.0,2.0,,"Each opponent can't cast noncreature spells with mana value greater than the number of lands that player controls.
Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.",rare,,Legendary,Creature,"Human, Soldier"
186,Lawmage's Binding,"U, W",3.0,{1}{W}{U},,,,"Flash
Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.",common,"Enchant, Flash",,Enchantment,Aura
187,Macabre Mockery,"B, R",4.0,{2}{B}{R},,,,Put target creature card from an opponent's graveyard onto the battlefield under your control. It gets +2/+0 and gains haste until end of turn. Sacrifice it at the beginning of the next end step.,uncommon,,,Instant,
188,Mortify,"B, W",3.0,{1}{W}{B},,,,Destroy target creature or enchantment.,uncommon,,,Instant,
189,Nikya of the Old Ways,"G, R",5.0,{3}{R}{G},5.0,5.0,,"You can't cast noncreature spells.
Whenever you tap a land for mana, add one mana of any type that land produced.",rare,,Legendary,Creature,"Centaur, Druid"
190,Pitiless Pontiff,"B, W",2.0,{W}{B},2.0,2.0,,"{1}, Sacrifice another creature: Pitiless Pontiff gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",uncommon,,,Creature,"Vampire, Cleric"
191,Prime Speaker Vannifar,"G, U",4.0,{2}{G}{U},2.0,4.0,,"{T}, Sacrifice another creature: Search your library for a creature card with mana value equal to 1 plus the sacrificed creature's mana value, put that card onto the battlefield, then shuffle. Activate only as a sorcery.",mythic,,Legendary,Creature,"Elf, Ooze, Wizard"
192,Rafter Demon,"B, R",4.0,{2}{B}{R},4.0,2.0,,"Spectacle {3}{B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
When Rafter Demon enters the battlefield, if its spectacle cost was paid, each opponent discards a card.",common,Spectacle,,Creature,Demon
193,Rakdos Firewheeler,"B, R",4.0,{B}{B}{R}{R},4.0,3.0,,"When Rakdos Firewheeler enters the battlefield, it deals 2 damage to target opponent and 2 damage to up to one target creature or planeswalker.",uncommon,,,Creature,"Human, Rogue"
194,Rakdos Roustabout,"B, R",3.0,{1}{B}{R},3.0,2.0,,"Whenever Rakdos Roustabout becomes blocked, it deals 1 damage to the player or planeswalker it's attacking.",common,,,Creature,"Ogre, Warrior"
195,"Rakdos, the Showstopper","B, R",6.0,{4}{B}{R},6.0,6.0,,"Flying, trample
When Rakdos, the Showstopper enters the battlefield, flip a coin for each creature that isn't a Demon, Devil, or Imp. Destroy each creature whose coin comes up tails.",mythic,"Flying, Trample",Legendary,Creature,Demon
196,Ravager Wurm,"G, R",6.0,{3}{R}{G}{G},4.0,5.0,,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
When Ravager Wurm enters the battlefield, choose up to one —
• Ravager Wurm fights target creature you don't control.
• Destroy target land with an activated ability that isn't a mana ability.",mythic,"Fight, Riot",,Creature,Wurm
197,Rhythm of the Wild,"G, R",3.0,{1}{R}{G},,,,"Creature spells you control can't be countered.
Nontoken creatures you control have riot. (They enter the battlefield with your choice of a +1/+1 counter or haste.)",uncommon,,,Enchantment,
198,Rubblebelt Runner,"G, R",3.0,{1}{R}{G},3.0,3.0,,Rubblebelt Runner can't be blocked by creature tokens.,common,,,Creature,"Viashino, Warrior"
199,Savage Smash,"G, R",3.0,{1}{R}{G},,,,Target creature you control gets +2/+2 until end of turn. It fights target creature you don't control. (Each deals damage equal to its power to the other.),common,Fight,,Sorcery,
200,Senate Guildmage,"U, W",2.0,{W}{U},2.0,2.0,,"{W}, {T}: You gain 2 life.
{U}, {T}: Draw a card, then discard a card.",uncommon,,,Creature,"Human, Wizard"
201,Seraph of the Scales,"B, W",4.0,{2}{W}{B},4.0,3.0,,"Flying
{W}: Seraph of the Scales gains vigilance until end of turn.
{B}: Seraph of the Scales gains deathtouch until end of turn.
Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)",mythic,"Afterlife, Flying",,Creature,Angel
202,Sharktocrab,"G, U",4.0,{2}{G}{U},4.0,4.0,,"{2}{G}{U}: Adapt 1. (If this creature has no +1/+1 counters on it, put a +1/+1 counter on it.)
Whenever one or more +1/+1 counters are put on Sharktocrab, tap target creature an opponent controls. That creature doesn't untap during its controller's next untap step.",uncommon,Adapt,,Creature,"Shark, Octopus, Crab"
203,Simic Ascendancy,"G, U",2.0,{G}{U},,,,"{1}{G}{U}: Put a +1/+1 counter on target creature you control.
Whenever one or more +1/+1 counters are put on a creature you control, put that many growth counters on Simic Ascendancy.
At the beginning of your upkeep, if Simic Ascendancy has twenty or more growth counters on it, you win the game.",rare,,,Enchantment,
204,Sphinx of New Prahv,"U, W",4.0,{W}{W}{U}{U},4.0,3.0,,"Flying, vigilance
Spells your opponents cast that target Sphinx of New Prahv cost {2} more to cast.",uncommon,"Flying, Vigilance",,Creature,Sphinx
205,Sphinx's Insight,"U, W",4.0,{2}{W}{U},,,,"Draw two cards.
Addendum — If you cast this spell during your main phase, you gain 2 life.",common,Addendum,,Instant,
206,Sunder Shaman,"G, R",4.0,{R}{R}{G}{G},5.0,5.0,,"Sunder Shaman can't be blocked by more than one creature.
Whenever Sunder Shaman deals combat damage to a player, destroy target artifact or enchantment that player controls.",uncommon,,,Creature,"Giant, Shaman"
207,Syndicate Guildmage,"B, W",2.0,{W}{B},2.0,2.0,,"{1}{W}, {T}: Tap target creature with power 4 or greater.
{4}{B}, {T}: Syndicate Guildmage deals 2 damage to target opponent or planeswalker.",uncommon,,,Creature,"Human, Cleric"
208,Teysa Karlov,"B, W",4.0,{2}{W}{B},2.0,4.0,,"If a creature dying causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Creature tokens you control have vigilance and lifelink.",rare,,Legendary,Creature,"Human, Advisor"
209,Theater of Horrors,"B, R",3.0,{1}{B}{R},,,,"At the beginning of your upkeep, exile the top card of your library.
During your turn, if an opponent lost life this turn, you may play lands and cast spells from among cards exiled with Theater of Horrors.
{3}{R}: Theater of Horrors deals 1 damage to target opponent or planeswalker.",rare,,,Enchantment,
210,"Zegana, Utopian Speaker","G, U",4.0,{2}{G}{U},4.0,4.0,,"When Zegana, Utopian Speaker enters the battlefield, if you control another creature with a +1/+1 counter on it, draw a card.
{4}{G}{U}: Adapt 4. (If this creature has no +1/+1 counters on it, put four +1/+1 counters on it.)
Each creature you control with a +1/+1 counter on it has trample.",rare,Adapt,Legendary,Creature,"Merfolk, Wizard"
211,Zhur-Taa Goblin,"G, R",2.0,{R}{G},2.0,2.0,,Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.),uncommon,Riot,,Creature,"Goblin, Berserker"
212,Footlight Fiend,"B, R",1.0,{B/R},1.0,1.0,,"When Footlight Fiend dies, it deals 1 damage to any target.",common,,,Creature,Devil
213,Rubble Slinger,"G, R",3.0,{2}{R/G},2.0,3.0,,Reach,common,Reach,,Creature,"Human, Warrior"
214,Scuttlegator,"G, U",6.0,{4}{G/U}{G/U},6.0,6.0,,"Defender
{6}{G/U}{G/U}: Adapt 3. (If this creature has no +1/+1 counters on it, put three +1/+1 counters on it.)
As long as Scuttlegator has a +1/+1 counter on it, it can attack as though it didn't have defender.",common,"Adapt, Defender",,Creature,"Crab, Turtle, Crocodile"
215,Senate Griffin,"U, W",4.0,{2}{W/U}{W/U},3.0,2.0,,"Flying
When Senate Griffin enters the battlefield, scry 1.",common,"Flying, Scry",,Creature,Griffin
216,Vizkopa Vampire,"B, W",3.0,{2}{W/B},3.0,1.0,,Lifelink,common,Lifelink,,Creature,Vampire
217,Bedeck,"B, R",8.0,{B/R}{B/R},,,,Target creature gets +3/-3 until end of turn.,rare,,,Instant,
218,Bedazzle,"B, R",8.0,{4}{B}{R},,,,Destroy target nonbasic land. Bedazzle deals 2 damage to target opponent or planeswalker.,rare,,,Instant,
219,Carnival,"B, R",5.0,{B/R},,,,Carnival deals 1 damage to target creature or planeswalker and 1 damage to that permanent's controller.,uncommon,,,Instant,
220,Carnage,"B, R",5.0,{2}{B}{R},,,,Carnage deals 3 damage to target opponent. That player discards two cards.,uncommon,,,Sorcery,
221,Collision,"R, G",4.0,{1}{R/G},,,,Collision deals 6 damage to target creature with flying.,uncommon,,,Instant,
222,Colossus,"R, G",4.0,{R}{G},,,,Target creature gets +4/+2 and gains trample until end of turn.,uncommon,,,Instant,
223,Consecrate,"W, B",6.0,{1}{W/B},,,,"Exile target card from a graveyard.
Draw a card.",uncommon,,,Instant,
224,Consume,"W, B",6.0,{2}{W}{B},,,,Target player sacrifices a creature with the greatest power among creatures they control. You gain life equal to its power.,uncommon,,,Sorcery,
225,Depose,"W, U",6.0,{1}{W/U},,,,"Tap target creature.
Draw a card.",uncommon,,,Instant,
226,Deploy,"W, U",6.0,{2}{W}{U},,,,"Create two 1/1 colorless Thopter artifact creature tokens with flying, then you gain 1 life for each creature you control.",uncommon,,,Instant,
227,Incubation,"U, G",4.0,{G/U},,,,Look at the top five cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.,uncommon,,,Sorcery,
228,Incongruity,"U, G",4.0,{1}{G}{U},,,,Exile target creature. That creature's controller creates a 3/3 green Frog Lizard creature token.,uncommon,,,Instant,
229,Repudiate,"U, G",5.0,{G/U}{G/U},,,,Counter target activated or triggered ability. (Mana abilities can't be targeted.),rare,,,Instant,
230,Replicate,"U, G",5.0,{1}{G}{U},,,,Create a token that's a copy of target creature you control.,rare,,,Sorcery,
231,Revival,"W, B",8.0,{W/B}{W/B},,,,Return target creature card with mana value 3 or less from your graveyard to the battlefield.,rare,,,Sorcery,
232,Revenge,"W, B",8.0,{4}{W}{B},,,,"Double your life total. Target opponent loses half their life, rounded up.",rare,,,Sorcery,
233,Thrash,"R, G",6.0,{R/G}{R/G},,,,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,rare,,,Instant,
234,Threat,"R, G",6.0,{2}{R}{G},,,,Create a 4/4 red and green Beast creature token with trample.,rare,,,Sorcery,
235,Warrant,"W, U",7.0,{W/U}{W/U},,,,Put target attacking or blocking creature on top of its owner's library.,rare,,,Instant,
236,Warden,"W, U",7.0,{3}{W}{U},,,,Create a 4/4 white and blue Sphinx creature token with flying and vigilance.,rare,,,Sorcery,
237,Azorius Locket,C,3.0,{3},,,,"{T}: Add {W} or {U}.
{W/U}{W/U}{W/U}{W/U}, {T}, Sacrifice Azorius Locket: Draw two cards.",common,,,Artifact,
238,Gate Colossus,C,8.0,{8},8.0,8.0,,"This spell costs {1} less to cast for each Gate you control.
Gate Colossus can't be blocked by creatures with power 2 or less.
Whenever a Gate enters the battlefield under your control, you may put Gate Colossus from your graveyard on top of your library.",uncommon,,,"Artifact, Creature",Construct
239,Glass of the Guildpact,C,2.0,{2},,,,Multicolored creatures you control get +1/+1.,rare,,,Artifact,
240,Gruul Locket,C,3.0,{3},,,,"{T}: Add {R} or {G}.
{R/G}{R/G}{R/G}{R/G}, {T}, Sacrifice Gruul Locket: Draw two cards.",common,,,Artifact,
241,Junktroller,C,4.0,{4},0.0,6.0,,"Defender
{T}: Put target card from a graveyard on the bottom of its owner's library.",uncommon,Defender,,"Artifact, Creature",Golem
242,Orzhov Locket,C,3.0,{3},,,,"{T}: Add {W} or {B}.
{W/B}{W/B}{W/B}{W/B}, {T}, Sacrifice Orzhov Locket: Draw two cards.",common,,,Artifact,
243,Rakdos Locket,C,3.0,{3},,,,"{T}: Add {B} or {R}.
{B/R}{B/R}{B/R}{B/R}, {T}, Sacrifice Rakdos Locket: Draw two cards.",common,,,Artifact,
244,Scrabbling Claws,C,1.0,{1},,,,"{T}: Target player exiles a card from their graveyard.
{1}, Sacrifice Scrabbling Claws: Exile target card from a graveyard. Draw a card.",uncommon,,,Artifact,
245,Screaming Shield,C,1.0,{1},,,,"Equipped creature gets +0/+3 and has ""{2}, {T}: Target player mills three cards.""
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,"Equip, Mill",,Artifact,Equipment
246,Simic Locket,C,3.0,{3},,,,"{T}: Add {G} or {U}.
{G/U}{G/U}{G/U}{G/U}, {T}, Sacrifice Simic Locket: Draw two cards.",common,,,Artifact,
247,Sphinx of the Guildpact,"B, G, R, U, W",7.0,{7},5.0,5.0,,"Sphinx of the Guildpact is all colors.
Flying
Hexproof from monocolored (This creature can't be the target of monocolored spells or abilities your opponents control.)",uncommon,"Flying, Hexproof, Hexproof from",,"Artifact, Creature",Sphinx
248,Tome of the Guildpact,C,5.0,{5},,,,"Whenever you cast a multicolored spell, draw a card.
{T}: Add one mana of any color.",rare,,,Artifact,
249,Azorius Guildgate,L,0.0,,,,,"Azorius Guildgate enters the battlefield tapped.
{T}: Add {W} or {U}.",common,,,Land,Gate
250,Blood Crypt,L,0.0,,,,,"({T}: Add {B} or {R}.)
As Blood Crypt enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",rare,,,Land,"Swamp, Mountain"
251,Breeding Pool,L,0.0,,,,,"({T}: Add {G} or {U}.)
As Breeding Pool enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",rare,,,Land,"Forest, Island"
252,Gateway Plaza,L,0.0,,,,,"Gateway Plaza enters the battlefield tapped.
When Gateway Plaza enters the battlefield, sacrifice it unless you pay {1}.
{T}: Add one mana of any color.",common,,,Land,Gate
253,Godless Shrine,L,0.0,,,,,"({T}: Add {W} or {B}.)
As Godless Shrine enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",rare,,,Land,"Plains, Swamp"
254,Gruul Guildgate,L,0.0,,,,,"Gruul Guildgate enters the battlefield tapped.
{T}: Add {R} or {G}.",common,,,Land,Gate
255,Hallowed Fountain,L,0.0,,,,,"({T}: Add {W} or {U}.)
As Hallowed Fountain enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",rare,,,Land,"Plains, Island"
256,Orzhov Guildgate,L,0.0,,,,,"Orzhov Guildgate enters the battlefield tapped.
{T}: Add {W} or {B}.",common,,,Land,Gate
257,Plaza of Harmony,L,0.0,,,,,"When Plaza of Harmony enters the battlefield, if you control two or more Gates, you gain 3 life.
{T}: Add {C}.
{T}: Add one mana of any type that a Gate you control could produce.",rare,,,Land,
258,Rakdos Guildgate,L,0.0,,,,,"Rakdos Guildgate enters the battlefield tapped.
{T}: Add {B} or {R}.",common,,,Land,Gate
259,Simic Guildgate,L,0.0,,,,,"Simic Guildgate enters the battlefield tapped.
{T}: Add {G} or {U}.",common,,,Land,Gate
260,Stomping Ground,L,0.0,,,,,"({T}: Add {R} or {G}.)
As Stomping Ground enters the battlefield, you may pay 2 life. If you don't, it enters the battlefield tapped.",rare,,,Land,"Mountain, Forest"
261,"Dovin, Architect of Law","U, W",6.0,{4}{W}{U},,,5.0,"[+1]: You gain 2 life and draw a card.
[−1]: Tap target creature. It doesn't untap during its controller's next untap step.
[−9]: Tap all permanents target opponent controls. That player skips their next untap step.",mythic,,Legendary,Planeswalker,Dovin
262,Elite Arrester,W,1.0,{W},0.0,3.0,,"{1}{U}, {T}: Tap target creature.",common,,,Creature,"Human, Soldier"
263,Dovin's Dismissal,"U, W",4.0,{2}{W}{U},,,,"Put up to one target tapped creature on top of its owner's library. You may search your library and/or graveyard for a card named Dovin, Architect of Law, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,,Instant,
264,Dovin's Automaton,C,4.0,{4},3.0,3.0,,"As long as you control a Dovin planeswalker, Dovin's Automaton gets +2/+2 and has vigilance. (Attacking doesn't cause it to tap.)",uncommon,,,"Artifact, Creature",Homunculus
265,"Domri, City Smasher","G, R",6.0,{4}{R}{G},,,4.0,"[+2]: Creatures you control get +1/+1 and gain haste until end of turn.
[−3]: Domri, City Smasher deals 3 damage to any target.
[−8]: Put three +1/+1 counters on each creature you control. Those creatures gain trample until end of turn.",mythic,,Legendary,Planeswalker,Domri
266,Ragefire,R,2.0,{1}{R},,,,Ragefire deals 3 damage to target creature.,common,,,Sorcery,
267,Charging War Boar,"G, R",3.0,{1}{R}{G},3.0,1.0,,"Haste (This creature can attack and {T} as soon as it comes under your control.)
As long as you control a Domri planeswalker, Charging War Boar gets +1/+1 and has trample. (It can deal excess damage to the player or planeswalker it's attacking.)",uncommon,Haste,,Creature,Boar
268,Domri's Nodorog,"G, R",5.0,{3}{R}{G},5.0,2.0,,"Trample
When Domri's Nodorog enters the battlefield, you may search your library and/or graveyard for a card named Domri, City Smasher, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,Trample,,Creature,Beast
