,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
146,Pursue Glory,R,4.0,{3}{R},,,,"Attacking creatures get +2/+0 until end of turn.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Instant
147,Soul-Scar Mage,R,1.0,{R},1.0,2.0,,"Prowess
If a source you control would deal noncombat damage to a creature an opponent controls, put that many -1/-1 counters on that creature instead.",rare,Prowess,,Creature
148,Sweltering Suns,R,3.0,{1}{R}{R},,,,"Sweltering Suns deals 3 damage to each creature.
Cycling {3} ({3}, Discard this card: Draw a card.)",rare,Cycling,,Sorcery
149,Thresher Lizard,R,3.0,{2}{R},3.0,2.0,,Thresher Lizard gets +1/+2 as long as you have one or fewer cards in hand.,common,,,Creature
150,Tormenting Voice,R,2.0,{1}{R},,,,"As an additional cost to cast this spell, discard a card.
Draw two cards.",common,,,Sorcery
151,Trial of Zeal,R,3.0,{2}{R},,,,"When Trial of Zeal enters the battlefield, it deals 3 damage to any target.
When a Cartouche enters the battlefield under your control, return Trial of Zeal to its owner's hand.",uncommon,,,Enchantment
152,Trueheart Twins,R,5.0,{4}{R},4.0,4.0,,"You may exert Trueheart Twins as it attacks. (It won't untap during your next untap step.)
Whenever you exert a creature, creatures you control get +1/+0 until end of turn.",uncommon,Exert,,Creature
153,Violent Impact,R,4.0,{3}{R},,,,"Destroy target artifact or land.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Sorcery
154,Warfire Javelineer,R,4.0,{3}{R},2.0,3.0,,"When Warfire Javelineer enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of instant and sorcery cards in your graveyard.",uncommon,,,Creature
155,Benefaction of Rhonas,G,3.0,{2}{G},,,,Reveal the top five cards of your library. You may put a creature card and/or an enchantment card from among them into your hand. Put the rest into your graveyard.,common,,,Sorcery
156,Bitterblade Warrior,G,2.0,{1}{G},2.0,2.0,,"You may exert Bitterblade Warrior as it attacks. When you do, it gets +1/+0 and gains deathtouch until end of turn. (An exerted creature won't untap during your next untap step.)",common,Exert,,Creature
157,Cartouche of Strength,G,3.0,{2}{G},,,,"Enchant creature you control
When Cartouche of Strength enters the battlefield, you may have enchanted creature fight target creature an opponent controls. (Each deals damage equal to its power to the other.)
Enchanted creature gets +1/+1 and has trample.",common,"Enchant, Fight",,Enchantment
158,Champion of Rhonas,G,4.0,{3}{G},3.0,3.0,,"You may exert Champion of Rhonas as it attacks. When you do, you may put a creature card from your hand onto the battlefield. (An exerted creature won't untap during your next untap step.)",rare,Exert,,Creature
159,Channeler Initiate,G,2.0,{1}{G},3.0,4.0,,"When Channeler Initiate enters the battlefield, put three -1/-1 counters on target creature you control.
{T}, Remove a -1/-1 counter from Channeler Initiate: Add one mana of any color.",rare,,,Creature
160,Colossapede,G,5.0,{4}{G},5.0,5.0,,,common,,,Creature
161,Crocodile of the Crossing,G,4.0,{3}{G},5.0,4.0,,"Haste
When Crocodile of the Crossing enters the battlefield, put a -1/-1 counter on target creature you control.",uncommon,Haste,,Creature
162,Defiant Greatmaw,G,3.0,{2}{G},4.0,5.0,,"When Defiant Greatmaw enters the battlefield, put two -1/-1 counters on target creature you control.
Whenever you put one or more -1/-1 counters on Defiant Greatmaw, remove a -1/-1 counter from another target creature you control.",uncommon,,,Creature
163,Dissenter's Deliverance,G,2.0,{1}{G},,,,"Destroy target artifact.
Cycling {G} ({G}, Discard this card: Draw a card.)",common,Cycling,,Instant
164,Exemplar of Strength,G,2.0,{1}{G},4.0,4.0,,"When Exemplar of Strength enters the battlefield, put three -1/-1 counters on target creature you control.
Whenever Exemplar of Strength attacks, remove a -1/-1 counter from it. If you do, you gain 1 life.",uncommon,,,Creature
165,Giant Spider,G,4.0,{3}{G},2.0,4.0,,Reach (This creature can block creatures with flying.),common,Reach,,Creature
166,Gift of Paradise,G,3.0,{2}{G},,,,"Enchant land
When Gift of Paradise enters the battlefield, you gain 3 life.
Enchanted land has ""{T}: Add two mana of any one color.""",common,Enchant,,Enchantment
167,Greater Sandwurm,G,7.0,{5}{G}{G},7.0,7.0,,"Greater Sandwurm can't be blocked by creatures with power 2 or less.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Creature
168,Hapatra's Mark,G,1.0,{G},,,,Target creature you control gains hexproof until end of turn. Remove all -1/-1 counters from it. (A creature with hexproof can't be the target of spells or abilities your opponents control.),uncommon,,,Instant
169,Harvest Season,G,3.0,{2}{G},,,,"Search your library for up to X basic land cards, where X is the number of tapped creatures you control, put those cards onto the battlefield tapped, then shuffle.",rare,,,Sorcery
170,Haze of Pollen,G,2.0,{1}{G},,,,"Prevent all combat damage that would be dealt this turn.
Cycling {3} ({3}, Discard this card: Draw a card.)",common,Cycling,,Instant
171,Honored Hydra,G,6.0,{5}{G},6.0,6.0,,"Trample
Embalm {3}{G} ({3}{G}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Snake Hydra with no mana cost. Embalm only as a sorcery.)",rare,"Embalm, Trample",,Creature
172,Hooded Brawler,G,3.0,{2}{G},3.0,2.0,,"You may exert Hooded Brawler as it attacks. When you do, it gets +2/+2 until end of turn. (An exerted creature won't untap during your next untap step.)",common,Exert,,Creature
173,Initiate's Companion,G,2.0,{1}{G},3.0,1.0,,"Whenever Initiate's Companion deals combat damage to a player, untap target creature or land.",common,,,Creature
174,Manglehorn,G,3.0,{2}{G},2.0,2.0,,"When Manglehorn enters the battlefield, you may destroy target artifact.
Artifacts your opponents control enter the battlefield tapped.",uncommon,,,Creature
175,Naga Vitalist,G,2.0,{1}{G},1.0,2.0,,{T}: Add one mana of any type that a land you control could produce.,common,,,Creature
176,Oashra Cultivator,G,1.0,{G},0.0,3.0,,"{2}{G}, {T}, Sacrifice Oashra Cultivator: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,,,Creature
177,Ornery Kudu,G,3.0,{2}{G},3.0,4.0,,"When Ornery Kudu enters the battlefield, put a -1/-1 counter on target creature you control.",common,,,Creature
178,Pouncing Cheetah,G,3.0,{2}{G},3.0,2.0,,Flash,common,Flash,,Creature
179,Prowling Serpopard,G,3.0,{1}{G}{G},4.0,3.0,,"This spell can't be countered.
Creature spells you control can't be countered.",rare,,,Creature
180,Quarry Hauler,G,4.0,{3}{G},4.0,3.0,,"When Quarry Hauler enters the battlefield, for each kind of counter on target permanent, put another counter of that kind on it or remove one from it.",common,,,Creature
181,Rhonas the Indomitable,G,3.0,{2}{G},5.0,5.0,,"Deathtouch, indestructible
Rhonas the Indomitable can't attack or block unless you control another creature with power 4 or greater.
{2}{G}: Another target creature gets +2/+0 and gains trample until end of turn.",mythic,"Deathtouch, Indestructible",Legendary,Creature
182,Sandwurm Convergence,G,8.0,{6}{G}{G},,,,"Creatures with flying can't attack you or planeswalkers you control.
At the beginning of your end step, create a 5/5 green Wurm creature token.",rare,,,Enchantment
183,Scaled Behemoth,G,6.0,{4}{G}{G},6.0,7.0,,Hexproof (This creature can't be the target of spells or abilities your opponents control.),uncommon,Hexproof,,Creature
184,Shed Weakness,G,1.0,{G},,,,Target creature gets +2/+2 until end of turn. You may remove a -1/-1 counter from it.,common,,,Instant
185,Shefet Monitor,G,6.0,{5}{G},6.0,5.0,,"Cycling {3}{G} ({3}{G}, Discard this card: Draw a card.)
When you cycle Shefet Monitor, you may search your library for a basic land card or a Desert card, put it onto the battlefield, then shuffle. (Do this before you draw.)",uncommon,Cycling,,Creature
186,Sixth Sense,G,1.0,{G},,,,"Enchant creature
Enchanted creature has ""Whenever this creature deals combat damage to a player, you may draw a card.""",uncommon,Enchant,,Enchantment
187,Spidery Grasp,G,3.0,{2}{G},,,,Untap target creature. It gets +2/+4 and gains reach until end of turn. (It can block creatures with flying.),common,,,Instant
188,Stinging Shot,G,1.0,{G},,,,"Put three -1/-1 counters on target creature with flying.
Cycling {2} ({2}, Discard this card: Draw a card.)",common,Cycling,,Instant
189,Synchronized Strike,G,3.0,{2}{G},,,,Untap up to two target creatures. They each get +2/+2 until end of turn.,uncommon,,,Instant
190,Trial of Strength,G,3.0,{2}{G},,,,"When Trial of Strength enters the battlefield, create a 4/2 green Beast creature token.
When a Cartouche enters the battlefield under your control, return Trial of Strength to its owner's hand.",uncommon,,,Enchantment
191,Vizier of the Menagerie,G,4.0,{3}{G},3.0,4.0,,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
You may spend mana as though it were mana of any type to cast creature spells.",mythic,,,Creature
192,Watchful Naga,G,3.0,{2}{G},2.0,2.0,,"You may exert Watchful Naga as it attacks. When you do, draw a card. (An exerted creature won't untap during your next untap step.)",uncommon,Exert,,Creature
193,Ahn-Crop Champion,"G, W",4.0,{2}{G}{W},4.0,4.0,,"You may exert Ahn-Crop Champion as it attacks. When you do, untap all other creatures you control. (An exerted creature won't untap during your next untap step.)",uncommon,Exert,,Creature
194,Aven Wind Guide,"U, W",4.0,{2}{W}{U},2.0,3.0,,"Flying, vigilance
Creature tokens you control have flying and vigilance.
Embalm {4}{W}{U} ({4}{W}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Bird Warrior with no mana cost. Embalm only as a sorcery.)",uncommon,"Embalm, Flying, Vigilance",,Creature
195,Bounty of the Luxa,"G, U",4.0,{2}{G}{U},,,,"At the beginning of your precombat main phase, remove all flood counters from Bounty of the Luxa. If no counters were removed this way, put a flood counter on Bounty of the Luxa and draw a card. Otherwise, add {C}{G}{U}.",rare,,,Enchantment
196,Decimator Beetle,"B, G",5.0,{3}{B}{G},4.0,5.0,,"When Decimator Beetle enters the battlefield, put a -1/-1 counter on target creature you control.
Whenever Decimator Beetle attacks, remove a -1/-1 counter from target creature you control and put a -1/-1 counter on up to one target creature defending player controls.",uncommon,,,Creature
197,Enigma Drake,"R, U",3.0,{1}{U}{R},,4.0,,"Flying
Enigma Drake's power is equal to the number of instant and sorcery cards in your graveyard.",uncommon,Flying,,Creature
198,"Hapatra, Vizier of Poisons","B, G",2.0,{B}{G},2.0,2.0,,"Whenever Hapatra, Vizier of Poisons deals combat damage to a player, you may put a -1/-1 counter on target creature.
Whenever you put one or more -1/-1 counters on a creature, create a 1/1 green Snake creature token with deathtouch.",rare,,Legendary,Creature
199,Honored Crop-Captain,"R, W",2.0,{R}{W},3.0,2.0,,"Whenever Honored Crop-Captain attacks, other attacking creatures get +1/+0 until end of turn.",uncommon,,,Creature
200,Khenra Charioteer,"G, R",3.0,{1}{R}{G},3.0,3.0,,"Trample
Other creatures you control have trample.",uncommon,Trample,,Creature
201,Merciless Javelineer,"B, R",4.0,{2}{B}{R},4.0,2.0,,"{2}, Discard a card: Put a -1/-1 counter on target creature. That creature can't block this turn.",uncommon,,,Creature
202,"Neheb, the Worthy","B, R",3.0,{1}{B}{R},2.0,2.0,,"First strike
Other Minotaurs you control have first strike.
As long as you have one or fewer cards in hand, Minotaurs you control get +2/+0.
Whenever Neheb, the Worthy deals combat damage to a player, each player discards a card.",rare,First strike,Legendary,Creature
203,"Nissa, Steward of Elements","G, U",2.0,{X}{G}{U},,,,"[+2]: Scry 2.
[0]: Look at the top card of your library. If it's a land card or a creature card with mana value less than or equal to the number of loyalty counters on Nissa, Steward of Elements, you may put that card onto the battlefield.
[−6]: Untap up to two target lands you control. They become 5/5 Elemental creatures with flying and haste until end of turn. They're still lands.",mythic,Scry,Legendary,Planeswalker
204,"Samut, Voice of Dissent","G, R",5.0,{3}{R}{G},3.0,4.0,,"Flash
Double strike, vigilance, haste
Other creatures you control have haste.
{W}, {T}: Untap another target creature.",mythic,"Double strike, Flash, Haste, Vigilance",Legendary,Creature
205,Shadowstorm Vizier,"B, U",2.0,{U}{B},1.0,3.0,,"Flying
Whenever you cycle or discard a card, Shadowstorm Vizier gets +1/+1 until end of turn.",uncommon,Flying,,Creature
206,"Temmet, Vizier of Naktamun","U, W",2.0,{W}{U},2.0,2.0,,"At the beginning of combat on your turn, target creature token you control gets +1/+1 until end of turn and can't be blocked this turn.
Embalm {3}{W}{U} ({3}{W}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a white Zombie Human Cleric with no mana cost. Embalm only as a sorcery.)",rare,Embalm,Legendary,Creature
207,Wayward Servant,"B, W",2.0,{W}{B},2.0,2.0,,"Whenever another Zombie enters the battlefield under your control, each opponent loses 1 life and you gain 1 life.",uncommon,,,Creature
208,Weaver of Currents,"G, U",3.0,{1}{G}{U},2.0,2.0,,{T}: Add {C}{C}.,uncommon,,,Creature
209,Dusk,W,9.0,{2}{W}{W},,,,Destroy all creatures with power 3 or greater.,rare,,,Sorcery
210,Dawn,W,9.0,{3}{W}{W},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Return all creature cards with power 2 or less from your graveyard to your hand.",rare,Aftermath,,Sorcery
211,Commit,U,10.0,{3}{U},,,,Put target spell or nonland permanent into its owner's library second from the top.,rare,,,Instant
212,Memory,U,10.0,{4}{U}{U},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Each player shuffles their hand and graveyard into their library, then draws seven cards.",rare,Aftermath,,Sorcery
213,Never,B,7.0,{1}{B}{B},,,,Destroy target creature or planeswalker.,rare,,,Sorcery
214,Return,B,7.0,{3}{B},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Exile target card from a graveyard. Create a 2/2 black Zombie creature token.",rare,Aftermath,,Sorcery
215,Insult,R,6.0,{2}{R},,,,"Damage can't be prevented this turn. If a source you control would deal damage this turn, it deals double that damage instead.",rare,,,Sorcery
216,Injury,R,6.0,{2}{R},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Injury deals 2 damage to target creature and 2 damage to target player or planeswalker.",rare,Aftermath,,Sorcery
217,Mouth,G,7.0,{2}{G},,,,Create a 3/3 green Hippo creature token.,rare,,,Sorcery
218,Feed,G,7.0,{3}{G},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Draw a card for each creature you control with power 3 or greater.",rare,Aftermath,,Sorcery
219,Start,W,6.0,{2}{W},,,,Create two 1/1 white Warrior creature tokens with vigilance.,uncommon,,,Instant
220,Finish,B,6.0,{2}{B},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
As an additional cost to cast Finish, sacrifice a creature.
Destroy target creature.",uncommon,Aftermath,,Sorcery
221,Reduce,U,6.0,{2}{U},,,,Counter target spell unless its controller pays {3}.,uncommon,,,Instant
222,Rubble,R,6.0,{2}{R},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Up to three target lands don't untap during their controller's next untap step.",uncommon,Aftermath,,Sorcery
223,Destined,B,6.0,{1}{B},,,,Target creature gets +1/+0 and gains indestructible until end of turn.,uncommon,,,Instant
224,Lead,G,6.0,{3}{G},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
All creatures able to block target creature this turn do so.",uncommon,Aftermath,,Sorcery
225,Onward,R,6.0,{2}{R},,,,"Target creature gets +X/+0 until end of turn, where X is its power.",uncommon,,,Instant
226,Victory,W,6.0,{2}{W},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Target creature gains double strike until end of turn.",uncommon,Aftermath,,Sorcery
227,Spring,G,9.0,{2}{G},,,,"Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",uncommon,,,Sorcery
228,Mind,U,9.0,{4}{U}{U},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Draw two cards.",uncommon,Aftermath,,Instant
229,Prepare,W,6.0,{1}{W},,,,Untap target creature. It gets +2/+2 and gains lifelink until end of turn.,rare,,,Instant
230,Fight,G,6.0,{3}{G},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Target creature you control fights target creature an opponent controls.",rare,"Aftermath, Fight",,Sorcery
231,Failure,U,3.0,{1}{U},,,,Return target spell to its owner's hand.,rare,,,Instant
232,Comply,W,3.0,{W},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Choose a card name. Until your next turn, your opponents can't cast spells with the chosen name.",rare,Aftermath,,Sorcery
233,Rags,B,11.0,{2}{B}{B},,,,All creatures get -2/-2 until end of turn.,rare,,,Sorcery
234,Riches,U,11.0,{5}{U}{U},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Each opponent chooses a creature they control. You gain control of those creatures.",rare,Aftermath,,Sorcery
235,Cut,R,4.0,{1}{R},,,,Cut deals 4 damage to target creature.,rare,,,Sorcery
236,Ribbons,B,4.0,{X}{B}{B},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Each opponent loses X life.",rare,Aftermath,,Sorcery
237,Heaven,G,3.0,{X}{G},,,,Heaven deals X damage to each creature with flying.,rare,,,Instant
238,Earth,R,3.0,{X}{R}{R},,,,"Aftermath (Cast this spell only from your graveyard. Then exile it.)
Earth deals X damage to each creature without flying.",rare,Aftermath,,Sorcery
239,Bontu's Monument,C,3.0,{3},,,,"Black creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, each opponent loses 1 life and you gain 1 life.",uncommon,,Legendary,Artifact
240,Edifice of Authority,C,3.0,{3},,,,"{1}, {T}: Target creature can't attack this turn. Put a brick counter on Edifice of Authority.
{1}, {T}: Until your next turn, target creature can't attack or block and its activated abilities can't be activated. Activate only if there are three or more brick counters on Edifice of Authority.",uncommon,,,Artifact
241,Embalmer's Tools,C,2.0,{2},,,,"Activated abilities of creature cards in your graveyard cost {1} less to activate.
Tap an untapped Zombie you control: Target player mills a card.",uncommon,Mill,,Artifact
242,Gate to the Afterlife,C,3.0,{3},,,,"Whenever a nontoken creature you control dies, you gain 1 life. Then you may draw a card. If you do, discard a card.
{2}, {T}, Sacrifice Gate to the Afterlife: Search your graveyard, hand, and/or library for a card named God-Pharaoh's Gift and put it onto the battlefield. If you search your library this way, shuffle. Activate only if there are six or more creature cards in your graveyard.",uncommon,,,Artifact
243,Hazoret's Monument,C,3.0,{3},,,,"Red creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, you may discard a card. If you do, draw a card.",uncommon,,Legendary,Artifact
244,Honed Khopesh,C,1.0,{1},,,,"Equipped creature gets +1/+1.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
245,Kefnet's Monument,C,3.0,{3},,,,"Blue creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, target creature an opponent controls doesn't untap during its controller's next untap step.",uncommon,,Legendary,Artifact
246,Luxa River Shrine,C,3.0,{3},,,,"{1}, {T}: You gain 1 life. Put a brick counter on Luxa River Shrine.
{T}: You gain 2 life. Activate only if there are three or more brick counters on Luxa River Shrine.",common,,,Artifact
247,Oketra's Monument,C,3.0,{3},,,,"White creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, create a 1/1 white Warrior creature token with vigilance.",uncommon,,Legendary,Artifact
248,Oracle's Vault,C,4.0,{4},,,,"{2}, {T}: Exile the top card of your library. Until end of turn, you may play that card. Put a brick counter on Oracle's Vault.
{T}: Exile the top card of your library. Until end of turn, you may play that card without paying its mana cost. Activate only if there are three or more brick counters on Oracle's Vault.",rare,,,Artifact
249,Pyramid of the Pantheon,C,1.0,{1},,,,"{2}, {T}: Add one mana of any color. Put a brick counter on Pyramid of the Pantheon.
{T}: Add three mana of any one color. Activate only if there are three or more brick counters on Pyramid of the Pantheon.",rare,,,Artifact
250,Rhonas's Monument,C,3.0,{3},,,,"Green creature spells you cast cost {1} less to cast.
Whenever you cast a creature spell, target creature you control gets +2/+2 and gains trample until end of turn.",uncommon,,Legendary,Artifact
251,Throne of the God-Pharaoh,C,2.0,{2},,,,"At the beginning of your end step, each opponent loses life equal to the number of tapped creatures you control.",rare,,Legendary,Artifact
252,Watchers of the Dead,C,2.0,{2},2.0,2.0,,Exile Watchers of the Dead: Each opponent chooses two cards in their graveyard and exiles the rest.,uncommon,,,"Artifact, Creature"
253,Canyon Slough,L,0.0,,,,,"({T}: Add {B} or {R}.)
Canyon Slough enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Land
254,Cascading Cataracts,L,0.0,,,,,"Indestructible
{T}: Add {C}.
{5}, {T}: Add five mana in any combination of colors.",rare,Indestructible,,Land
255,Cradle of the Accursed,L,0.0,,,,,"{T}: Add {C}.
{3}, {T}, Sacrifice Cradle of the Accursed: Create a 2/2 black Zombie creature token. Activate only as a sorcery.",common,,,Land
256,Evolving Wilds,L,0.0,,,,,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,,,Land
257,Fetid Pools,L,0.0,,,,,"({T}: Add {U} or {B}.)
Fetid Pools enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Land
258,Grasping Dunes,L,0.0,,,,,"{T}: Add {C}.
{1}, {T}, Sacrifice Grasping Dunes: Put a -1/-1 counter on target creature. Activate only as a sorcery.",uncommon,,,Land
259,Irrigated Farmland,L,0.0,,,,,"({T}: Add {W} or {U}.)
Irrigated Farmland enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Land
260,Painted Bluffs,L,0.0,,,,,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.",common,,,Land
261,Scattered Groves,L,0.0,,,,,"({T}: Add {G} or {W}.)
Scattered Groves enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Land
262,Sheltered Thicket,L,0.0,,,,,"({T}: Add {R} or {G}.)
Sheltered Thicket enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)",rare,Cycling,,Land
263,Sunscorched Desert,L,0.0,,,,,"When Sunscorched Desert enters the battlefield, it deals 1 damage to target player or planeswalker.
{T}: Add {C}.",common,,,Land
264,"Gideon, Martial Paragon",W,5.0,{4}{W},,,5.0,"[+2]: Untap all creatures you control. Those creatures get +1/+1 until end of turn.
[0]: Until end of turn, Gideon, Martial Paragon becomes a 5/5 Human Soldier creature with indestructible that's still a planeswalker. Prevent all damage that would be dealt to him this turn.
[−10]: Creatures you control get +2/+2 until end of turn. Tap all creatures your opponents control.",mythic,,Legendary,Planeswalker
265,Companion of the Trials,W,3.0,{2}{W},2.0,2.0,,"Flying
{1}{W}: Untap target creature. Activate only if you control a Gideon planeswalker.",uncommon,Flying,,Creature
266,Gideon's Resolve,W,5.0,{4}{W},,,,"When Gideon's Resolve enters the battlefield, you may search your library and/or graveyard for a card named Gideon, Martial Paragon, reveal it, and put it into your hand. If you search your library this way, shuffle.
Creatures you control get +1/+1.",rare,,,Enchantment
267,Graceful Cat,W,3.0,{2}{W},2.0,2.0,,"Whenever Graceful Cat attacks, it gets +1/+1 until end of turn.",common,,,Creature
268,Stone Quarry,L,0.0,,,,,"Stone Quarry enters the battlefield tapped.
{T}: Add {R} or {W}.",common,,,Land
269,"Liliana, Death Wielder",B,7.0,{5}{B}{B},,,5.0,"[+2]: Put a -1/-1 counter on up to one target creature.
[−3]: Destroy target creature with a -1/-1 counter on it.
[−10]: Return all creature cards from your graveyard to the battlefield.",mythic,,Legendary,Planeswalker
270,Desiccated Naga,B,3.0,{2}{B},3.0,2.0,,{3}{B}: Target opponent loses 2 life and you gain 2 life. Activate only if you control a Liliana planeswalker.,uncommon,,,Creature
271,Liliana's Influence,B,6.0,{4}{B}{B},,,,"Put a -1/-1 counter on each creature you don't control. You may search your library and/or graveyard for a card named Liliana, Death Wielder, reveal it, and put it into your hand. If you search your library this way, shuffle.",rare,,,Sorcery
272,Tattered Mummy,B,2.0,{1}{B},1.0,2.0,,"When Tattered Mummy dies, each opponent loses 2 life.",common,,,Creature
273,Foul Orchard,L,0.0,,,,,"Foul Orchard enters the battlefield tapped.
{T}: Add {B} or {G}.",common,,,Land
274,Cinder Barrens,L,0.0,,,,,"Cinder Barrens enters the battlefield tapped.
{T}: Add {B} or {R}.",common,,,Land
275,Forsaken Sanctuary,L,0.0,,,,,"Forsaken Sanctuary enters the battlefield tapped.
{T}: Add {W} or {B}.",common,,,Land
276,Highland Lake,L,0.0,,,,,"Highland Lake enters the battlefield tapped.
{T}: Add {U} or {R}.",common,,,Land
277,Meandering River,L,0.0,,,,,"Meandering River enters the battlefield tapped.
{T}: Add {W} or {U}.",common,,,Land
278,Submerged Boneyard,L,0.0,,,,,"Submerged Boneyard enters the battlefield tapped.
{T}: Add {U} or {B}.",common,,,Land
279,Timber Gorge,L,0.0,,,,,"Timber Gorge enters the battlefield tapped.
{T}: Add {R} or {G}.",common,,,Land
280,Tranquil Expanse,L,0.0,,,,,"Tranquil Expanse enters the battlefield tapped.
{T}: Add {G} or {W}.",common,,,Land
281,Woodland Stream,L,0.0,,,,,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",common,,,Land
