,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
143,Insatiable Gorgers,R,4.0,{2}{R}{R},5.0,3.0,,"Insatiable Gorgers attacks each combat if able.
Madness {3}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",uncommon,Madness,,Creature
144,Make Mischief,R,3.0,{2}{R},,,,"Make Mischief deals 1 damage to any target. Create a 1/1 red Devil creature token. It has ""When this creature dies, it deals 1 damage to any target.""",common,,,Sorcery
145,Mirrorwing Dragon,R,5.0,{3}{R}{R},4.0,5.0,,"Flying
Whenever a player casts an instant or sorcery spell that targets only Mirrorwing Dragon, that player copies that spell for each other creature they control that the spell could target. Each copy targets a different one of those creatures.",mythic,Flying,,Creature
146,Nahiri's Wrath,R,3.0,{2}{R},,,,"As an additional cost to cast this spell, discard X cards.
Nahiri's Wrath deals damage equal to the total mana value of the discarded cards to each of up to X target creatures and/or planeswalkers.",mythic,,,Sorcery
147,Otherworldly Outburst,R,1.0,{R},,,,"Target creature gets +1/+0 until end of turn. When that creature dies this turn, create a 3/2 colorless Eldrazi Horror creature token.",common,,,Instant
148,Prophetic Ravings,R,1.0,{R},,,,"Enchant creature
Enchanted creature has haste and ""{T}, Discard a card: Draw a card.""",common,Enchant,,Enchantment
149,Savage Alliance,R,3.0,{2}{R},,,,"Escalate {1} (Pay this cost for each mode chosen beyond the first.)
Choose one or more —
• Creatures target player controls gain trample until end of turn.
• Savage Alliance deals 2 damage to target creature.
• Savage Alliance deals 1 damage to each creature target opponent controls.",uncommon,Escalate,,Instant
150,Shreds of Sanity,R,3.0,{2}{R},,,,"Return up to one target instant card and up to one target sorcery card from your graveyard to your hand, then discard a card. Exile Shreds of Sanity.",uncommon,,,Sorcery
151,Smoldering Werewolf,R,4.0,{2}{R}{R},3.0,2.0,,"When Smoldering Werewolf enters the battlefield, it deals 1 damage to each of up to two target creatures.
{4}{R}{R}: Transform Smoldering Werewolf.",uncommon,Transform,,Creature
152,Erupting Dreadwolf,,4.0,,6.0,4.0,,"Whenever Erupting Dreadwolf attacks, it deals 2 damage to any target.",uncommon,,,Creature
153,Spreading Flames,R,7.0,{6}{R},,,,Spreading Flames deals 6 damage divided as you choose among any number of target creatures.,uncommon,,,Instant
154,Stensia Banquet,R,3.0,{2}{R},,,,"Stensia Banquet deals damage to target opponent or planeswalker equal to the number of Vampires you control.
Draw a card.",common,,,Sorcery
155,Stensia Innkeeper,R,4.0,{3}{R},3.0,3.0,,"When Stensia Innkeeper enters the battlefield, tap target land an opponent controls. That land doesn't untap during its controller's next untap step.",common,,,Creature
156,Stromkirk Occultist,R,3.0,{2}{R},3.0,2.0,,"Trample
Whenever Stromkirk Occultist deals combat damage to a player, exile the top card of your library. Until end of turn, you may play that card.
Madness {1}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",rare,"Madness, Trample",,Creature
157,Thermo-Alchemist,R,2.0,{1}{R},0.0,3.0,,"Defender
{T}: Thermo-Alchemist deals 1 damage to each opponent.
Whenever you cast an instant or sorcery spell, untap Thermo-Alchemist.",common,Defender,,Creature
158,Vildin-Pack Outcast,R,5.0,{4}{R},4.0,4.0,,"Trample
{R}: Vildin-Pack Outcast gets +1/-1 until end of turn.
{5}{R}{R}: Transform Vildin-Pack Outcast.",common,"Trample, Transform",,Creature
159,Dronepack Kindred,,5.0,,5.0,7.0,,"Trample
{1}: Dronepack Kindred gets +1/+0 until end of turn.",common,Trample,,Creature
160,Weaver of Lightning,R,3.0,{2}{R},1.0,4.0,,"Reach
Whenever you cast an instant or sorcery spell, Weaver of Lightning deals 1 damage to target creature an opponent controls.",uncommon,Reach,,Creature
161,Backwoods Survivalists,G,4.0,{3}{G},4.0,3.0,,Delirium — Backwoods Survivalists gets +1/+1 and has trample as long as there are four or more card types among cards in your graveyard.,common,Delirium,,Creature
162,Bloodbriar,G,3.0,{2}{G},2.0,3.0,,"Whenever you sacrifice another permanent, put a +1/+1 counter on Bloodbriar.",common,,,Creature
163,Clear Shot,G,3.0,{2}{G},,,,Target creature you control gets +1/+1 until end of turn. It deals damage equal to its power to target creature you don't control.,uncommon,,,Instant
164,Crop Sigil,G,1.0,{G},,,,"At the beginning of your upkeep, you may mill a card.
Delirium — {2}{G}, Sacrifice Crop Sigil: Return up to one target creature card and up to one target land card from your graveyard to your hand. Activate only if there are four or more card types among cards in your graveyard.",uncommon,"Delirium, Mill",,Enchantment
165,Crossroads Consecrator,G,1.0,{G},1.0,2.0,,"{G}, {T}: Target attacking Human gets +1/+1 until end of turn.",common,,,Creature
166,Eldritch Evolution,G,3.0,{1}{G}{G},,,,"As an additional cost to cast this spell, sacrifice a creature.
Search your library for a creature card with mana value X or less, where X is 2 plus the sacrificed creature's mana value. Put that card onto the battlefield, then shuffle. Exile Eldritch Evolution.",rare,,,Sorcery
167,Emrakul's Evangel,G,3.0,{2}{G},3.0,2.0,,"{T}, Sacrifice Emrakul's Evangel and any number of other non-Eldrazi creatures: Create a 3/2 colorless Eldrazi Horror creature token for each creature sacrificed this way.",rare,,,Creature
168,Emrakul's Influence,G,4.0,{2}{G}{G},,,,"Whenever you cast an Eldrazi creature spell with mana value 7 or greater, draw two cards.",uncommon,,,Enchantment
169,Foul Emissary,G,3.0,{2}{G},1.0,1.0,,"When Foul Emissary enters the battlefield, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
When you sacrifice Foul Emissary while casting a spell with emerge, create a 3/2 colorless Eldrazi Horror creature token.",uncommon,,,Creature
170,Gnarlwood Dryad,G,1.0,{G},1.0,1.0,,"Deathtouch
Delirium — Gnarlwood Dryad gets +2/+2 as long as there are four or more card types among cards in your graveyard.",uncommon,"Deathtouch, Delirium",,Creature
171,Grapple with the Past,G,2.0,{1}{G},,,,"Mill three cards, then you may return a creature or land card from your graveyard to your hand.",common,Mill,,Instant
172,Hamlet Captain,G,2.0,{1}{G},2.0,2.0,,"Whenever Hamlet Captain attacks or blocks, other Humans you control get +1/+1 until end of turn.",uncommon,,,Creature
173,"Ishkanah, Grafwidow",G,5.0,{4}{G},3.0,5.0,,"Reach
Delirium — When Ishkanah, Grafwidow enters the battlefield, if there are four or more card types among cards in your graveyard, create three 1/2 green Spider creature tokens with reach.
{6}{B}: Target opponent loses 1 life for each Spider you control.",mythic,"Delirium, Reach",Legendary,Creature
174,Kessig Prowler,G,1.0,{G},2.0,1.0,,{4}{G}: Transform Kessig Prowler.,uncommon,Transform,,Creature
175,Sinuous Predator,,1.0,,4.0,4.0,,Sinuous Predator can't be blocked by more than one creature.,uncommon,,,Creature
176,Noose Constrictor,G,2.0,{1}{G},2.0,2.0,,"Reach
Discard a card: Noose Constrictor gets +1/+1 until end of turn.",uncommon,Reach,,Creature
177,Permeating Mass,G,1.0,{G},1.0,3.0,,"Whenever Permeating Mass deals combat damage to a creature, that creature becomes a copy of Permeating Mass.",rare,,,Creature
178,Prey Upon,G,1.0,{G},,,,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),common,Fight,,Sorcery
179,Primal Druid,G,2.0,{1}{G},0.0,3.0,,"When Primal Druid dies, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",common,,,Creature
180,Shrill Howler,G,3.0,{2}{G},3.0,1.0,,"Creatures with power less than Shrill Howler's power can't block it.
{5}{G}: Transform Shrill Howler.",uncommon,Transform,,Creature
181,Howling Chorus,,3.0,,3.0,5.0,,"Creatures with power less than Howling Chorus's power can't block it.
Whenever Howling Chorus deals combat damage to a player, create a 3/2 colorless Eldrazi Horror creature token.",uncommon,,,Creature
182,Somberwald Stag,G,5.0,{3}{G}{G},4.0,3.0,,"When Somberwald Stag enters the battlefield, you may have it fight target creature you don't control.",uncommon,Fight,,Creature
183,Spirit of the Hunt,G,3.0,{1}{G}{G},3.0,3.0,,"Flash
When Spirit of the Hunt enters the battlefield, each other creature you control that's a Wolf or a Werewolf gets +0/+3 until end of turn.",rare,Flash,,Creature
184,Splendid Reclamation,G,4.0,{3}{G},,,,Return all land cards from your graveyard to the battlefield tapped.,rare,,,Sorcery
185,Springsage Ritual,G,4.0,{3}{G},,,,Destroy target artifact or enchantment. You gain 4 life.,common,,,Instant
186,Swift Spinner,G,4.0,{3}{G},2.0,3.0,,"Flash (You may cast this spell any time you could cast an instant.)
Reach (This creature can block creatures with flying.)",common,"Flash, Reach",,Creature
187,Tangleclaw Werewolf,G,4.0,{2}{G}{G},2.0,4.0,,"Tangleclaw Werewolf can block an additional creature each combat.
{6}{G}: Transform Tangleclaw Werewolf.",uncommon,Transform,,Creature
188,Fibrous Entangler,,4.0,,4.0,6.0,,"Vigilance
Fibrous Entangler must be blocked if able.
Fibrous Entangler can block an additional creature each combat.",uncommon,Vigilance,,Creature
189,Ulvenwald Captive,G,2.0,{1}{G},1.0,2.0,,"Defender
{T}: Add {G}.
{5}{G}{G}: Transform Ulvenwald Captive.",common,"Defender, Transform",,Creature
190,Ulvenwald Abomination,,2.0,,4.0,6.0,,{T}: Add {C}{C}.,common,,,Creature
191,Ulvenwald Observer,G,6.0,{4}{G}{G},6.0,6.0,,"Whenever a creature you control with toughness 4 or greater dies, draw a card.",rare,,,Creature
192,Waxing Moon,G,2.0,{1}{G},,,,Transform up to one target Werewolf you control. Creatures you control gain trample until end of turn.,common,Transform,,Instant
193,Wolfkin Bond,G,5.0,{4}{G},,,,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",common,Enchant,,Enchantment
194,Woodcutter's Grit,G,3.0,{2}{G},,,,Target creature you control gets +3/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),common,,,Instant
195,Woodland Patrol,G,3.0,{2}{G},3.0,2.0,,Vigilance,common,Vigilance,,Creature
196,Bloodhall Priest,"B, R",4.0,{2}{B}{R},4.0,4.0,,"Whenever Bloodhall Priest enters the battlefield or attacks, if you have no cards in hand, Bloodhall Priest deals 2 damage to any target.
Madness {1}{B}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)",rare,Madness,,Creature
197,Campaign of Vengeance,"B, W",5.0,{3}{W}{B},,,,"Whenever a creature you control attacks, defending player loses 1 life and you gain 1 life.",uncommon,,,Enchantment
198,Gisa and Geralf,"B, U",4.0,{2}{U}{B},4.0,4.0,,"When Gisa and Geralf enters the battlefield, mill four cards.
During each of your turns, you may cast a Zombie creature spell from your graveyard.",mythic,Mill,Legendary,Creature
199,Grim Flayer,"B, G",2.0,{B}{G},2.0,2.0,,"Trample
Whenever Grim Flayer deals combat damage to a player, look at the top three cards of your library. Put any number of them into your graveyard and the rest back on top of your library in any order.
Delirium — Grim Flayer gets +2/+2 as long as there are four or more card types among cards in your graveyard.",mythic,"Delirium, Trample",,Creature
200,Heron's Grace Champion,"G, W",4.0,{2}{G}{W},3.0,3.0,,"Flash
Lifelink
When Heron's Grace Champion enters the battlefield, other Humans you control get +1/+1 and gain lifelink until end of turn.",rare,"Flash, Lifelink",,Creature
201,Mercurial Geists,"R, U",4.0,{2}{U}{R},1.0,3.0,,"Flying
Whenever you cast an instant or sorcery spell, Mercurial Geists gets +3/+0 until end of turn.",uncommon,Flying,,Creature
202,Mournwillow,"B, G",3.0,{1}{B}{G},3.0,2.0,,"Haste
Delirium — When Mournwillow enters the battlefield, if there are four or more card types among cards in your graveyard, creatures with power 2 or less can't block this turn.",uncommon,"Delirium, Haste",,Creature
203,Ride Down,"R, W",2.0,{R}{W},,,,Destroy target blocking creature. Creatures that were blocked by that creature this combat gain trample until end of turn.,uncommon,,,Instant
204,Spell Queller,"U, W",3.0,{1}{W}{U},2.0,3.0,,"Flash
Flying
When Spell Queller enters the battlefield, exile target spell with mana value 4 or less.
When Spell Queller leaves the battlefield, the exiled card's owner may cast that card without paying its mana cost.",rare,"Flash, Flying",,Creature
205,"Tamiyo, Field Researcher","G, U, W",4.0,{1}{G}{W}{U},,,4.0,"[+1]: Choose up to two target creatures. Until your next turn, whenever either of those creatures deals combat damage, you draw a card.
[−2]: Tap up to two target nonland permanents. They don't untap during their controller's next untap step.
[−7]: Draw three cards. You get an emblem with ""You may cast spells from your hand without paying their mana costs.""",mythic,,Legendary,Planeswalker
206,Ulrich of the Krallenhorde,"G, R",5.0,{3}{R}{G},4.0,4.0,,"Whenever this creature enters the battlefield or transforms into Ulrich of the Krallenhorde, target creature gets +4/+4 until end of turn.
At the beginning of each upkeep, if no spells were cast last turn, transform Ulrich of the Krallenhorde.",mythic,Transform,Legendary,Creature
207,"Ulrich, Uncontested Alpha","G, R",5.0,,6.0,6.0,,"Whenever this creature transforms into Ulrich, Uncontested Alpha, you may have it fight target non-Werewolf creature you don't control.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Ulrich, Uncontested Alpha.",mythic,"Fight, Transform",Legendary,Creature
208,Cathar's Shield,,0.0,{0},,,,"Equipped creature gets +0/+3 and has vigilance.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
209,Cryptolith Fragment,,3.0,{3},,,,"Cryptolith Fragment enters the battlefield tapped.
{T}: Add one mana of any color. Each player loses 1 life.
At the beginning of your upkeep, if each player has 10 or less life, transform Cryptolith Fragment.",uncommon,Transform,,Artifact
210,Aurora of Emrakul,,3.0,,1.0,4.0,,"Flying, deathtouch
Whenever Aurora of Emrakul attacks, each opponent loses 3 life.",uncommon,"Deathtouch, Flying",,Creature
211,Cultist's Staff,,2.0,{2},,,,"Equipped creature gets +2/+2.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
212,Field Creeper,,2.0,{2},2.0,1.0,,,common,,,"Artifact, Creature"
213,Geist-Fueled Scarecrow,,4.0,{4},4.0,4.0,,Creature spells you cast cost {1} more to cast.,uncommon,,,"Artifact, Creature"
214,Lupine Prototype,,2.0,{2},5.0,5.0,,Lupine Prototype can't attack or block unless a player has no cards in hand.,rare,,,"Artifact, Creature"
215,Slayer's Cleaver,,3.0,{3},,,,"Equipped creature gets +3/+1 and must be blocked by an Eldrazi if able.
Equip {4}",uncommon,Equip,,Artifact
216,Soul Separator,,3.0,{3},,,,"{5}, {T}, Sacrifice Soul Separator: Exile target creature card from your graveyard. Create a token that's a copy of that card, except it's 1/1, it's a Spirit in addition to its other types, and it has flying. Create a black Zombie creature token with power equal to that card's power and toughness equal to that card's toughness.",rare,,,Artifact
217,Stitcher's Graft,,1.0,{1},,,,"Equipped creature gets +3/+3.
Whenever equipped creature attacks, it doesn't untap during its controller's next untap step.
Whenever Stitcher's Graft becomes unattached from a permanent, sacrifice that permanent.
Equip {2}",rare,Equip,,Artifact
218,Terrarion,,1.0,{1},,,,"Terrarion enters the battlefield tapped.
{2}, {T}, Sacrifice Terrarion: Add two mana in any combination of colors.
When Terrarion is put into a graveyard from the battlefield, draw a card.",common,,,Artifact
219,Thirsting Axe,,3.0,{3},,,,"Equipped creature gets +4/+0.
At the beginning of your end step, if equipped creature didn't deal combat damage to a creature this turn, sacrifice it.
Equip {2}",uncommon,Equip,,Artifact
220,Geier Reach Sanitarium,,0.0,,,,,"{T}: Add {C}.
{2}, {T}: Each player draws a card, then discards a card.",rare,,Legendary,Land
221,Hanweir Battlements,,0.0,,,,,"{T}: Add {C}.
{R}, {T}: Target creature gains haste until end of turn.
{3}{R}{R}, {T}: If you both own and control Hanweir Battlements and a creature named Hanweir Garrison, exile them, then meld them into Hanweir, the Writhing Township.",rare,Meld,,Land
222,Nephalia Academy,,0.0,,,,,"If a spell or ability an opponent controls causes you to discard a card, you may reveal that card and put it on top of your library instead of putting it anywhere else.
{T}: Add {C}.",uncommon,,,Land
