,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types
161,Rowdy Crew,R,4.0,{2}{R}{R},3.0,3.0,,"Trample
When Rowdy Crew enters the battlefield, draw three cards, then discard two cards at random. If two cards that share a card type are discarded this way, put two +1/+1 counters on Rowdy Crew.",mythic,Trample,,Creature
162,Rummaging Goblin,R,3.0,{2}{R},1.0,1.0,,"{T}, Discard a card: Draw a card.",common,,,Creature
163,Star of Extinction,R,7.0,{5}{R}{R},,,,Destroy target land. Star of Extinction deals 20 damage to each creature and each planeswalker.,mythic,,,Sorcery
164,Storm Fleet Arsonist,R,5.0,{4}{R},4.0,4.0,,"Raid — When Storm Fleet Arsonist enters the battlefield, if you attacked this turn, target opponent sacrifices a permanent.",uncommon,Raid,,Creature
165,Storm Fleet Pyromancer,R,5.0,{4}{R},3.0,2.0,,"Raid — When Storm Fleet Pyromancer enters the battlefield, if you attacked this turn, Storm Fleet Pyromancer deals 2 damage to any target.",common,Raid,,Creature
166,Sun-Crowned Hunters,R,6.0,{4}{R}{R},5.0,4.0,,"Enrage — Whenever Sun-Crowned Hunters is dealt damage, it deals 3 damage to target opponent or planeswalker.",common,Enrage,,Creature
167,Sunbird's Invocation,R,6.0,{5}{R},,,,"Whenever you cast a spell from your hand, reveal the top X cards of your library, where X is that spell's mana value. You may cast a spell with mana value X or less from among cards revealed this way without paying its mana cost. Put the rest on the bottom of your library in a random order.",rare,,,Enchantment
168,Sure Strike,R,2.0,{1}{R},,,,Target creature gets +3/+0 and gains first strike until end of turn.,common,,,Instant
169,Swashbuckling,R,2.0,{1}{R},,,,"Enchant creature
Enchanted creature gets +2/+2 and has haste.",common,Enchant,,Enchantment
170,Thrash of Raptors,R,4.0,{3}{R},3.0,3.0,,"As long as you control another Dinosaur, Thrash of Raptors gets +2/+0 and has trample.",common,,,Creature
171,Tilonalli's Knight,R,2.0,{1}{R},2.0,2.0,,"Whenever Tilonalli's Knight attacks, if you control a Dinosaur, Tilonalli's Knight gets +1/+1 until end of turn.",common,,,Creature
172,Tilonalli's Skinshifter,R,3.0,{2}{R},0.0,1.0,,"Haste
Whenever Tilonalli's Skinshifter attacks, it becomes a copy of another target nonlegendary attacking creature until end of turn.",rare,Haste,,Creature
173,Trove of Temptation,R,4.0,{3}{R},,,,"Each opponent must attack you or a planeswalker you control with at least one creature each combat if able.
At the beginning of your end step, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Enchantment
174,Unfriendly Fire,R,5.0,{4}{R},,,,Unfriendly Fire deals 4 damage to any target.,common,,,Instant
175,Vance's Blasting Cannons,R,4.0,{3}{R},,,,"At the beginning of your upkeep, exile the top card of your library. If it's a nonland card, you may cast that card this turn.
Whenever you cast your third spell in a turn, you may transform Vance's Blasting Cannons.",rare,Transform,Legendary,Enchantment
176,Spitfire Bastion,L,4.0,,,,,"(Transforms from Vance's Blasting Cannons.)
{T}: Add {R}.
{2}{R}, {T}: Spitfire Bastion deals 3 damage to any target.",rare,Transform,Legendary,Land
177,Wily Goblin,R,2.0,{R}{R},1.0,1.0,,"When Wily Goblin enters the battlefield, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature
178,Ancient Brontodon,G,8.0,{6}{G}{G},9.0,9.0,,,common,,,Creature
179,Atzocan Archer,G,3.0,{2}{G},1.0,4.0,,"Reach
When Atzocan Archer enters the battlefield, you may have it fight another target creature. (Each deals damage equal to its power to the other.)",uncommon,"Fight, Reach",,Creature
180,Blinding Fog,G,3.0,{2}{G},,,,Prevent all damage that would be dealt to creatures this turn. Creatures you control gain hexproof until end of turn. (They can't be the targets of spells or abilities your opponents control.),common,,,Instant
181,Blossom Dryad,G,3.0,{2}{G},2.0,2.0,,{T}: Untap target land.,common,,,Creature
182,Carnage Tyrant,G,6.0,{4}{G}{G},7.0,6.0,,"This spell can't be countered.
Trample, hexproof",mythic,"Hexproof, Trample",,Creature
183,Colossal Dreadmaw,G,6.0,{4}{G}{G},6.0,6.0,,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),common,Trample,,Creature
184,Commune with Dinosaurs,G,1.0,{G},,,,Look at the top five cards of your library. You may reveal a Dinosaur or land card from among them and put it into your hand. Put the rest on the bottom of your library in any order.,common,,,Sorcery
185,Crash the Ramparts,G,3.0,{2}{G},,,,Target creature gets +3/+3 and gains trample until end of turn.,common,,,Instant
186,Crushing Canopy,G,3.0,{2}{G},,,,"Choose one —
• Destroy target creature with flying.
• Destroy target enchantment.",common,,,Instant
187,Deathgorge Scavenger,G,3.0,{2}{G},3.0,2.0,,"Whenever Deathgorge Scavenger enters the battlefield or attacks, you may exile target card from a graveyard. If a creature card is exiled this way, you gain 2 life. If a noncreature card is exiled this way, Deathgorge Scavenger gets +1/+1 until end of turn.",rare,,,Creature
188,Deeproot Champion,G,2.0,{1}{G},1.0,1.0,,"Whenever you cast a noncreature spell, put a +1/+1 counter on Deeproot Champion.",rare,,,Creature
189,Deeproot Warrior,G,2.0,{1}{G},2.0,2.0,,"Whenever Deeproot Warrior becomes blocked, it gets +1/+1 until end of turn.",common,,,Creature
190,Drover of the Mighty,G,2.0,{1}{G},1.0,1.0,,"Drover of the Mighty gets +2/+2 as long as you control a Dinosaur.
{T}: Add one mana of any color.",uncommon,,,Creature
191,Emergent Growth,G,4.0,{3}{G},,,,Target creature gets +5/+5 until end of turn and must be blocked this turn if able.,uncommon,,,Sorcery
192,Emperor's Vanguard,G,4.0,{3}{G},4.0,3.0,,"Whenever Emperor's Vanguard deals combat damage to a player, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",rare,Explore,,Creature
193,Grazing Whiptail,G,4.0,{2}{G}{G},3.0,4.0,,Reach,common,Reach,,Creature
194,Growing Rites of Itlimoc,G,3.0,{2}{G},,,,"When Growing Rites of Itlimoc enters the battlefield, look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
At the beginning of your end step, if you control four or more creatures, transform Growing Rites of Itlimoc.",rare,Transform,Legendary,Enchantment
195,"Itlimoc, Cradle of the Sun",L,3.0,,,,,"(Transforms from Growing Rites of Itlimoc.)
{T}: Add {G}.
{T}: Add {G} for each creature you control.",rare,Transform,Legendary,Land
196,Ixalli's Diviner,G,2.0,{1}{G},0.0,3.0,,"When Ixalli's Diviner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,Explore,,Creature
197,Ixalli's Keeper,G,2.0,{1}{G},2.0,2.0,,"{7}{G}, {T}, Sacrifice Ixalli's Keeper: Target creature gets +5/+5 and gains trample until end of turn.",common,,,Creature
198,Jade Guardian,G,4.0,{3}{G},2.0,2.0,,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
When Jade Guardian enters the battlefield, put a +1/+1 counter on target Merfolk you control.",common,Hexproof,,Creature
199,Jungle Delver,G,1.0,{G},1.0,1.0,,{3}{G}: Put a +1/+1 counter on Jungle Delver.,common,,,Creature
200,Kumena's Speaker,G,1.0,{G},1.0,1.0,,Kumena's Speaker gets +1/+1 as long as you control another Merfolk or an Island.,uncommon,,,Creature
201,Merfolk Branchwalker,G,2.0,{1}{G},2.0,1.0,,"When Merfolk Branchwalker enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",uncommon,Explore,,Creature
202,New Horizons,G,3.0,{2}{G},,,,"Enchant land
When New Horizons enters the battlefield, put a +1/+1 counter on target creature you control.
Enchanted land has ""{T}: Add two mana of any one color.""",common,Enchant,,Enchantment
203,Old-Growth Dryads,G,1.0,{G},3.0,3.0,,"When Old-Growth Dryads enters the battlefield, each opponent may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.",rare,,,Creature
204,Pounce,G,2.0,{1}{G},,,,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),common,Fight,,Instant
205,Ranging Raptors,G,3.0,{2}{G},2.0,3.0,,"Enrage — Whenever Ranging Raptors is dealt damage, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",uncommon,Enrage,,Creature
206,Ravenous Daggertooth,G,3.0,{2}{G},3.0,2.0,,"Enrage — Whenever Ravenous Daggertooth is dealt damage, you gain 2 life.",common,Enrage,,Creature
207,Ripjaw Raptor,G,4.0,{2}{G}{G},4.0,5.0,,"Enrage — Whenever Ripjaw Raptor is dealt damage, draw a card.",rare,Enrage,,Creature
208,River Heralds' Boon,G,2.0,{1}{G},,,,Put a +1/+1 counter on target creature and a +1/+1 counter on up to one target Merfolk.,common,,,Instant
209,Savage Stomp,G,3.0,{2}{G},,,,"This spell costs {2} less to cast if it targets a Dinosaur you control.
Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)",uncommon,Fight,,Sorcery
210,Shapers' Sanctuary,G,1.0,{G},,,,"Whenever a creature you control becomes the target of a spell or ability an opponent controls, you may draw a card.",rare,,,Enchantment
211,Slice in Twain,G,4.0,{2}{G}{G},,,,"Destroy target artifact or enchantment.
Draw a card.",uncommon,,,Instant
212,Snapping Sailback,G,5.0,{4}{G},4.0,4.0,,"Flash
Enrage — Whenever Snapping Sailback is dealt damage, put a +1/+1 counter on it. (It must survive the damage to get the counter.)",uncommon,"Enrage, Flash",,Creature
213,Spike-Tailed Ceratops,G,5.0,{4}{G},4.0,4.0,,Spike-Tailed Ceratops can block an additional creature each combat.,common,,,Creature
214,Thundering Spineback,G,7.0,{5}{G}{G},5.0,5.0,,"Other Dinosaurs you control get +1/+1.
{5}{G}: Create a 3/3 green Dinosaur creature token with trample.",uncommon,,,Creature
215,Tishana's Wayfinder,G,3.0,{2}{G},2.0,2.0,,"When Tishana's Wayfinder enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",common,Explore,,Creature
216,Verdant Rebirth,G,2.0,{1}{G},,,,"Until end of turn, target creature gains ""When this creature dies, return it to its owner's hand.""
Draw a card.",uncommon,,,Instant
217,Verdant Sun's Avatar,G,7.0,{5}{G}{G},5.0,5.0,,"Whenever Verdant Sun's Avatar or another creature enters the battlefield under your control, you gain life equal to that creature's toughness.",rare,,,Creature
218,Vineshaper Mystic,G,3.0,{2}{G},1.0,3.0,,"When Vineshaper Mystic enters the battlefield, put a +1/+1 counter on each of up to two target Merfolk you control.",uncommon,,,Creature
219,Waker of the Wilds,G,4.0,{2}{G}{G},3.0,3.0,,{X}{G}{G}: Put X +1/+1 counters on target land you control. That land becomes a 0/0 Elemental creature with haste. It's still a land.,rare,,,Creature
220,Wildgrowth Walker,G,2.0,{1}{G},1.0,3.0,,"Whenever a creature you control explores, put a +1/+1 counter on Wildgrowth Walker and you gain 3 life.",uncommon,,,Creature
221,Admiral Beckett Brass,"B, R, U",4.0,{1}{U}{B}{R},3.0,3.0,,"Other Pirates you control get +1/+1.
At the beginning of your end step, gain control of target nonland permanent controlled by a player who was dealt combat damage by three or more Pirates this turn.",mythic,,Legendary,Creature
222,Belligerent Brontodon,"G, W",7.0,{5}{G}{W},4.0,6.0,,Each creature you control assigns combat damage equal to its toughness rather than its power.,uncommon,,,Creature
223,Call to the Feast,"B, W",4.0,{2}{W}{B},,,,Create three 1/1 white Vampire creature tokens with lifelink.,uncommon,,,Sorcery
224,Deadeye Plunderers,"B, U",5.0,{3}{U}{B},3.0,3.0,,"Deadeye Plunderers gets +1/+1 for each artifact you control.
{2}{U}{B}: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",uncommon,,,Creature
225,Dire Fleet Captain,"B, R",2.0,{B}{R},2.0,2.0,,"Whenever Dire Fleet Captain attacks, it gets +1/+1 until end of turn for each other attacking Pirate.",uncommon,,,Creature
226,"Gishath, Sun's Avatar","G, R, W",8.0,{5}{R}{G}{W},7.0,6.0,,"Vigilance, trample, haste
Whenever Gishath, Sun's Avatar deals combat damage to a player, reveal that many cards from the top of your library. Put any number of Dinosaur creature cards from among them onto the battlefield and the rest on the bottom of your library in a random order.",mythic,"Haste, Trample, Vigilance",Legendary,Creature
227,Hostage Taker,"B, U",4.0,{2}{U}{B},2.0,3.0,,"When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.",rare,,,Creature
228,"Huatli, Warrior Poet","R, W",5.0,{3}{R}{W},,,3.0,"[+2]: You gain life equal to the greatest power among creatures you control.
[0]: Create a 3/3 green Dinosaur creature token with trample.
[−X]: Huatli, Warrior Poet deals X damage divided as you choose among any number of target creatures. Creatures dealt damage this way can't block this turn.",mythic,,Legendary,Planeswalker
229,Marauding Looter,"R, U",4.0,{2}{U}{R},4.0,3.0,,"Raid — At the beginning of your end step, if you attacked this turn, you may draw a card. If you do, discard a card.",uncommon,Raid,,Creature
230,Raging Swordtooth,"G, R",5.0,{3}{R}{G},5.0,5.0,,"Trample
When Raging Swordtooth enters the battlefield, it deals 1 damage to each other creature.",uncommon,Trample,,Creature
231,Regisaur Alpha,"G, R",5.0,{3}{R}{G},4.0,4.0,,"Other Dinosaurs you control have haste.
When Regisaur Alpha enters the battlefield, create a 3/3 green Dinosaur creature token with trample.",rare,,,Creature
232,Shapers of Nature,"G, U",3.0,{1}{G}{U},3.0,3.0,,"{3}{G}: Put a +1/+1 counter on target creature.
{2}{U}, Remove a +1/+1 counter from a creature you control: Draw a card.",uncommon,,,Creature
233,Sky Terror,"R, W",2.0,{R}{W},2.0,2.0,,"Flying, menace",uncommon,"Flying, Menace",,Creature
234,"Tishana, Voice of Thunder","G, U",7.0,{5}{G}{U},,,,"Tishana, Voice of Thunder's power and toughness are each equal to the number of cards in your hand.
You have no maximum hand size.
When Tishana enters the battlefield, draw a card for each creature you control.",mythic,,Legendary,Creature
235,"Vona, Butcher of Magan","B, W",5.0,{3}{W}{B},4.0,4.0,,"Vigilance, lifelink
{T}, Pay 7 life: Destroy target nonland permanent. Activate only during your turn.",mythic,"Lifelink, Vigilance",Legendary,Creature
236,"Vraska, Relic Seeker","B, G",6.0,{4}{B}{G},,,6.0,"[+2]: Create a 2/2 black Pirate creature token with menace.
[−3]: Destroy target artifact, creature, or enchantment. Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
[−10]: Target player's life total becomes 1.",mythic,,Legendary,Planeswalker
237,Cobbled Wings,C,2.0,{2},,,,"Equipped creature has flying.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
238,Conqueror's Galleon,C,4.0,{4},2.0,10.0,,"When Conqueror's Galleon attacks, exile it at end of combat, then return it to the battlefield transformed under your control.
Crew 4 (Tap any number of creatures you control with total power 4 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,"Crew, Transform",,Artifact
239,Conqueror's Foothold,L,4.0,,,,,"(Transforms from Conqueror's Galleon.)
{T}: Add {C}.
{2}, {T}: Draw a card, then discard a card.
{4}, {T}: Draw a card.
{6}, {T}: Return target card from your graveyard to your hand.",rare,Transform,,Land
240,Dowsing Dagger,C,2.0,{2},,,,"When Dowsing Dagger enters the battlefield, target opponent creates two 0/2 green Plant creature tokens with defender.
Equipped creature gets +2/+1.
Whenever equipped creature deals combat damage to a player, you may transform Dowsing Dagger.
Equip {2}",rare,"Equip, Transform",,Artifact
241,Lost Vale,L,2.0,,,,,"(Transforms from Dowsing Dagger.)
{T}: Add three mana of any one color.",rare,Transform,,Land
242,Dusk Legion Dreadnought,C,5.0,{5},4.0,6.0,,"Vigilance
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",uncommon,"Crew, Vigilance",,Artifact
243,Elaborate Firecannon,C,2.0,{2},,,,"Elaborate Firecannon doesn't untap during your untap step.
{4}, {T}: Elaborate Firecannon deals 2 damage to any target.
At the beginning of your upkeep, you may discard a card. If you do, untap Elaborate Firecannon.",uncommon,,,Artifact
244,Fell Flagship,C,3.0,{3},3.0,3.0,,"Pirates you control get +1/+0.
Whenever Fell Flagship deals combat damage to a player, that player discards a card.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,Crew,,Artifact
245,Gilded Sentinel,C,4.0,{4},3.0,3.0,,,common,,,"Artifact, Creature"
246,Hierophant's Chalice,C,3.0,{3},,,,"When Hierophant's Chalice enters the battlefield, target opponent loses 1 life and you gain 1 life.
{T}: Add {C}.",common,,,Artifact
247,Pillar of Origins,C,2.0,{2},,,,"As Pillar of Origins enters the battlefield, choose a creature type.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.",uncommon,,,Artifact
248,Pirate's Cutlass,C,3.0,{3},,,,"When Pirate's Cutlass enters the battlefield, attach it to target Pirate you control.
Equipped creature gets +2/+1.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
249,Primal Amulet,C,4.0,{4},,,,"Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, put a charge counter on Primal Amulet. Then if there are four or more charge counters on it, you may remove those counters and transform it.",rare,Transform,,Artifact
250,Primal Wellspring,L,4.0,,,,,"(Transforms from Primal Amulet.)
{T}: Add one mana of any color. When that mana is spent to cast an instant or sorcery spell, copy that spell and you may choose new targets for the copy.",rare,Transform,,Land
251,Prying Blade,C,1.0,{1},,,,"Equipped creature gets +1/+0.
Whenever equipped creature deals combat damage to a player, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact
252,Sentinel Totem,C,1.0,{1},,,,"When Sentinel Totem enters the battlefield, scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{T}, Exile Sentinel Totem: Exile all graveyards.",uncommon,Scry,,Artifact
253,Shadowed Caravel,C,2.0,{2},2.0,2.0,,"Whenever a creature you control explores, put a +1/+1 counter on Shadowed Caravel.
Crew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)",rare,Crew,,Artifact
254,Sleek Schooner,C,3.0,{3},4.0,3.0,,Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.),uncommon,Crew,,Artifact
255,Sorcerous Spyglass,C,2.0,{2},,,,"As Sorcerous Spyglass enters the battlefield, look at an opponent's hand, then choose any card name.
Activated abilities of sources with the chosen name can't be activated unless they're mana abilities.",rare,,,Artifact
256,Thaumatic Compass,C,2.0,{2},,,,"{3}, {T}: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
At the beginning of your end step, if you control seven or more lands, transform Thaumatic Compass.",rare,Transform,,Artifact
257,Spires of Orazca,L,2.0,,,,,"(Transforms from Thaumatic Compass.)
{T}: Add {C}.
{T}: Untap target attacking creature an opponent controls and remove it from combat.",rare,Transform,,Land
258,Treasure Map,C,2.0,{2},,,,"{1}, {T}: Scry 1. Put a landmark counter on Treasure Map. Then if there are three or more landmark counters on it, remove those counters, transform Treasure Map, and create three Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",rare,"Scry, Transform",,Artifact
259,Treasure Cove,L,2.0,,,,,"(Transforms from Treasure Map.)
{T}: Add {C}.
{T}, Sacrifice a Treasure: Draw a card.",rare,Transform,,Land
260,Vanquisher's Banner,C,5.0,{5},,,,"As Vanquisher's Banner enters the battlefield, choose a creature type.
Creatures you control of the chosen type get +1/+1.
Whenever you cast a creature spell of the chosen type, draw a card.",rare,,,Artifact
261,Dragonskull Summit,L,0.0,,,,,"Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain.
{T}: Add {B} or {R}.",rare,,,Land
262,Drowned Catacomb,L,0.0,,,,,"Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B}.",rare,,,Land
263,Field of Ruin,L,0.0,,,,,"{T}: Add {C}.
{2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles.",uncommon,,,Land
264,Glacial Fortress,L,0.0,,,,,"Glacial Fortress enters the battlefield tapped unless you control a Plains or an Island.
{T}: Add {W} or {U}.",rare,,,Land
265,Rootbound Crag,L,0.0,,,,,"Rootbound Crag enters the battlefield tapped unless you control a Mountain or a Forest.
{T}: Add {R} or {G}.",rare,,,Land
266,Sunpetal Grove,L,0.0,,,,,"Sunpetal Grove enters the battlefield tapped unless you control a Forest or a Plains.
{T}: Add {G} or {W}.",rare,,,Land
267,Unclaimed Territory,L,0.0,,,,,"As Unclaimed Territory enters the battlefield, choose a creature type.
{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a creature spell of the chosen type.",uncommon,,,Land
268,Unknown Shores,L,0.0,,,,,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.",common,,,Land
269,"Jace, Ingenious Mind-Mage",U,6.0,{4}{U}{U},,,5.0,"[+1]: Draw a card.
[+1]: Untap all creatures you control.
[−9]: Gain control of up to three target creatures.",mythic,,Legendary,Planeswalker
270,Castaway's Despair,U,4.0,{3}{U},,,,"Enchant creature
When Castaway's Despair enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",common,Enchant,,Enchantment
271,Grasping Current,U,5.0,{4}{U},,,,"Return up to two target creatures to their owner's hand.
Search your library and/or graveyard for a card named Jace, Ingenious Mind-Mage, reveal it, and put it into your hand. If you searched your library this way, shuffle.",rare,,,Sorcery
272,Jace's Sentinel,U,2.0,{1}{U},1.0,3.0,,"As long as you control a Jace planeswalker, Jace's Sentinel gets +1/+0 and can't be blocked.",uncommon,,,Creature
273,Woodland Stream,L,0.0,,,,,"Woodland Stream enters the battlefield tapped.
{T}: Add {G} or {U}.",common,,,Land
274,"Huatli, Dinosaur Knight","R, W",6.0,{4}{R}{W},,,4.0,"[+2]: Put two +1/+1 counters on up to one target Dinosaur you control.
[−3]: Target Dinosaur you control deals damage equal to its power to target creature you don't control.
[−7]: Dinosaurs you control get +4/+4 until end of turn.",mythic,,Legendary,Planeswalker
275,Huatli's Snubhorn,W,2.0,{1}{W},2.0,2.0,,Vigilance (Attacking doesn't cause this creature to tap.),common,Vigilance,,Creature
276,Huatli's Spurring,R,1.0,{R},,,,"Target creature gets +2/+0 until end of turn. If you control a Huatli planeswalker, that creature gets +4/+0 until end of turn instead.",uncommon,,,Instant
277,Sun-Blessed Mount,"R, W",5.0,{3}{R}{W},4.0,4.0,,"When Sun-Blessed Mount enters the battlefield, you may search your library and/or graveyard for a card named Huatli, Dinosaur Knight, reveal it, then put it into your hand. If you searched your library this way, shuffle.",rare,,,Creature
278,Stone Quarry,L,0.0,,,,,"Stone Quarry enters the battlefield tapped.
{T}: Add {R} or {W}.",common,,,Land
