,name,colors,manaValue,manaCost,power,toughness,loyalty,text,rarity,keywords,supertypes,types,subtypes
131,Harvester Troll,G,4.0,{3}{G},2.0,3.0,,"When Harvester Troll enters the battlefield, you may sacrifice a creature or land. If you do, put two +1/+1 counters on Harvester Troll.",uncommon,,,Creature,Troll
132,Lead by Example,G,2.0,{1}{G},,,,Support 2. (Put a +1/+1 counter on each of up to two target creatures.),common,Support,,Instant,
133,Loam Larva,G,2.0,{1}{G},1.0,3.0,,"When Loam Larva enters the battlefield, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.",common,,,Creature,Insect
134,Natural State,G,1.0,{G},,,,Destroy target artifact or enchantment with mana value 3 or less.,common,,,Instant,
135,Netcaster Spider,G,3.0,{2}{G},2.0,3.0,,"Reach (This creature can block creatures with flying.)
Whenever Netcaster Spider blocks a creature with flying, Netcaster Spider gets +2/+0 until end of turn.",common,Reach,,Creature,Spider
136,"Nissa, Voice of Zendikar",G,3.0,{1}{G}{G},,,3.0,"[+1]: Create a 0/1 green Plant creature token.
[−2]: Put a +1/+1 counter on each creature you control.
[−7]: You gain X life and draw X cards, where X is the number of lands you control.",mythic,,Legendary,Planeswalker,Nissa
137,Nissa's Judgment,G,5.0,{4}{G},,,,"Support 2. (Put a +1/+1 counter on each of up to two target creatures.)
Choose up to one target creature an opponent controls. Each creature you control with a +1/+1 counter on it deals damage equal to its power to that creature.",uncommon,Support,,Sorcery,
138,Oath of Nissa,G,1.0,{G},,,,"When Oath of Nissa enters the battlefield, look at the top three cards of your library. You may reveal a creature, land, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order.
You may spend mana as though it were mana of any color to cast planeswalker spells.",rare,,Legendary,Enchantment,
139,Pulse of Murasa,G,3.0,{2}{G},,,,Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.,common,,,Instant,
140,Saddleback Lagac,G,4.0,{3}{G},3.0,1.0,,"When Saddleback Lagac enters the battlefield, support 2. (Put a +1/+1 counter on each of up to two other target creatures.)",common,Support,,Creature,Lizard
141,Seed Guardian,G,4.0,{2}{G}{G},3.0,4.0,,"Reach
When Seed Guardian dies, create an X/X green Elemental creature token, where X is the number of creature cards in your graveyard.",uncommon,Reach,,Creature,Elemental
142,Sylvan Advocate,G,2.0,{1}{G},2.0,3.0,,"Vigilance
As long as you control six or more lands, Sylvan Advocate and land creatures you control get +2/+2.",rare,Vigilance,,Creature,"Elf, Druid, Ally"
143,Tajuru Pathwarden,G,5.0,{4}{G},5.0,4.0,,"Vigilance, trample",common,"Trample, Vigilance",,Creature,"Elf, Warrior, Ally"
144,Vines of the Recluse,G,1.0,{G},,,,Target creature gets +1/+2 and gains reach until end of turn. Untap it. (A creature with reach can block creatures with flying.),common,,,Instant,
145,Zendikar Resurgent,G,7.0,{5}{G}{G},,,,"Whenever you tap a land for mana, add one mana of any type that land produced. (The types of mana are white, blue, black, red, green, and colorless.)
Whenever you cast a creature spell, draw a card.",rare,,,Enchantment,
146,Flayer Drone,C,3.0,{1}{B}{R},3.0,1.0,,"Devoid (This card has no color.)
First strike
Whenever another colorless creature enters the battlefield under your control, target opponent loses 1 life.",uncommon,"Devoid, First strike",,Creature,"Eldrazi, Drone"
147,Mindmelter,C,3.0,{1}{U}{B},2.0,2.0,,"Devoid (This card has no color.)
Mindmelter can't be blocked.
{3}{C}: Target opponent exiles a card from their hand. Activate only as a sorcery. ({C} represents colorless mana.)",uncommon,Devoid,,Creature,"Eldrazi, Drone"
148,Void Grafter,C,3.0,{1}{G}{U},2.0,4.0,,"Devoid (This card has no color.)
Flash (You may cast this spell any time you could cast an instant.)
When Void Grafter enters the battlefield, another target creature you control gains hexproof until end of turn.",uncommon,"Devoid, Flash",,Creature,"Eldrazi, Drone"
149,"Ayli, Eternal Pilgrim","B, W",2.0,{W}{B},2.0,3.0,,"Deathtouch
{1}, Sacrifice another creature: You gain life equal to the sacrificed creature's toughness.
{1}{W}{B}, Sacrifice another creature: Exile target nonland permanent. Activate only if you have at least 10 life more than your starting life total.",rare,Deathtouch,Legendary,Creature,"Kor, Cleric"
150,Baloth Null,"B, G",6.0,{4}{B}{G},4.0,5.0,,"When Baloth Null enters the battlefield, return up to two target creature cards from your graveyard to your hand.",uncommon,,,Creature,"Zombie, Beast"
151,Cliffhaven Vampire,"B, W",4.0,{2}{W}{B},2.0,4.0,,"Flying
Whenever you gain life, each opponent loses 1 life.",uncommon,Flying,,Creature,"Vampire, Warrior, Ally"
152,Joraga Auxiliary,"G, W",3.0,{1}{G}{W},2.0,3.0,,{4}{G}{W}: Support 2. (Put a +1/+1 counter on each of up to two other target creatures.),uncommon,Support,,Creature,"Elf, Soldier, Ally"
153,"Jori En, Ruin Diver","R, U",3.0,{1}{U}{R},2.0,3.0,,"Whenever you cast your second spell each turn, draw a card.",rare,,Legendary,Creature,"Merfolk, Wizard"
154,"Mina and Denn, Wildborn","G, R",4.0,{2}{R}{G},4.0,4.0,,"You may play an additional land on each of your turns.
{R}{G}, Return a land you control to its owner's hand: Target creature gains trample until end of turn.",rare,,Legendary,Creature,"Elf, Ally"
155,Reflector Mage,"U, W",3.0,{1}{W}{U},2.0,3.0,,"When Reflector Mage enters the battlefield, return target creature an opponent controls to its owner's hand. That creature's owner can't cast spells with the same name as that creature until your next turn.",uncommon,,,Creature,"Human, Wizard"
156,Relentless Hunter,"G, R",3.0,{1}{R}{G},3.0,3.0,,{1}{R}{G}: Relentless Hunter gets +1/+1 and gains trample until end of turn.,uncommon,,,Creature,"Human, Warrior"
157,Stormchaser Mage,"R, U",2.0,{U}{R},1.0,3.0,,"Flying, haste
Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)",uncommon,"Flying, Haste, Prowess",,Creature,"Human, Wizard"
158,Weapons Trainer,"R, W",2.0,{R}{W},3.0,2.0,,Other creatures you control get +1/+0 as long as you control an Equipment.,uncommon,,,Creature,"Human, Soldier, Ally"
159,Bone Saw,C,0.0,{0},,,,"Equipped creature gets +1/+0.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",common,Equip,,Artifact,Equipment
160,Captain's Claws,C,2.0,{2},,,,"Equipped creature gets +1/+0.
Whenever equipped creature attacks, create a 1/1 white Kor Ally creature token that's tapped and attacking.
Equip {1}",rare,Equip,,Artifact,Equipment
161,Chitinous Cloak,C,3.0,{3},,,,"Equipped creature gets +2/+2 and has menace. (It can't be blocked except by two or more creatures.)
Equip {3}",uncommon,Equip,,Artifact,Equipment
162,Hedron Crawler,C,2.0,{2},0.0,1.0,,{T}: Add {C}. ({C} represents colorless mana.),common,,,"Artifact, Creature",Construct
163,Seer's Lantern,C,3.0,{3},,,,"{T}: Add {C}.
{2}, {T}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",common,Scry,,Artifact,
164,Stoneforge Masterwork,C,1.0,{1},,,,"Equipped creature gets +1/+1 for each other creature you control that shares a creature type with it.
Equip {2}",rare,Equip,,Artifact,Equipment
165,Strider Harness,C,3.0,{3},,,,"Equipped creature gets +1/+1 and has haste.
Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)",uncommon,Equip,,Artifact,Equipment
166,Cinder Barrens,L,0.0,,,,,"Cinder Barrens enters the battlefield tapped.
{T}: Add {B} or {R}.",uncommon,,,Land,
167,Corrupted Crossroads,L,0.0,,,,,"{T}: Add {C}. ({C} represents colorless mana.)
{T}, Pay 1 life: Add one mana of any color. Spend this mana only to cast a spell with devoid.",rare,,,Land,
168,Crumbling Vestige,L,0.0,,,,,"Crumbling Vestige enters the battlefield tapped.
When Crumbling Vestige enters the battlefield, add one mana of any color.
{T}: Add {C}. ({C} represents colorless mana.)",common,,,Land,
169,Hissing Quagmire,L,0.0,,,,,"Hissing Quagmire enters the battlefield tapped.
{T}: Add {B} or {G}.
{1}{B}{G}: Hissing Quagmire becomes a 2/2 black and green Elemental creature with deathtouch until end of turn. It's still a land.",rare,,,Land,
170,Holdout Settlement,L,0.0,,,,,"{T}: Add {C}. ({C} represents colorless mana.)
{T}, Tap an untapped creature you control: Add one mana of any color.",common,,,Land,
171,Meandering River,L,0.0,,,,,"Meandering River enters the battlefield tapped.
{T}: Add {W} or {U}.",uncommon,,,Land,
172,Mirrorpool,L,0.0,,,,,"Mirrorpool enters the battlefield tapped.
{T}: Add {C}.
{2}{C}, {T}, Sacrifice Mirrorpool: Copy target instant or sorcery spell you control. You may choose new targets for the copy.
{4}{C}, {T}, Sacrifice Mirrorpool: Create a token that's a copy of target creature you control.",mythic,,,Land,
173,Needle Spires,L,0.0,,,,,"Needle Spires enters the battlefield tapped.
{T}: Add {R} or {W}.
{2}{R}{W}: Needle Spires becomes a 2/1 red and white Elemental creature with double strike until end of turn. It's still a land.",rare,,,Land,
174,Ruins of Oran-Rief,L,0.0,,,,,"Ruins of Oran-Rief enters the battlefield tapped.
{T}: Add {C}. ({C} represents colorless mana.)
{T}: Put a +1/+1 counter on target colorless creature that entered the battlefield this turn.",rare,,,Land,
175,Sea Gate Wreckage,L,0.0,,,,,"{T}: Add {C}. ({C} represents colorless mana.)
{2}{C}, {T}: Draw a card. Activate only if you have no cards in hand.",rare,,,Land,
176,Submerged Boneyard,L,0.0,,,,,"Submerged Boneyard enters the battlefield tapped.
{T}: Add {U} or {B}.",uncommon,,,Land,
177,Timber Gorge,L,0.0,,,,,"Timber Gorge enters the battlefield tapped.
{T}: Add {R} or {G}.",uncommon,,,Land,
178,Tranquil Expanse,L,0.0,,,,,"Tranquil Expanse enters the battlefield tapped.
{T}: Add {G} or {W}.",uncommon,,,Land,
179,Unknown Shores,L,0.0,,,,,"{T}: Add {C}.
{1}, {T}: Add one mana of any color.",common,,,Land,
180,Wandering Fumarole,L,0.0,,,,,"Wandering Fumarole enters the battlefield tapped.
{T}: Add {U} or {R}.
{2}{U}{R}: Until end of turn, Wandering Fumarole becomes a 1/4 blue and red Elemental creature with ""{0}: Switch this creature's power and toughness until end of turn."" It's still a land.",rare,,,Land,
